SecondsRemaining,CarSteer,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarBoostAmount,CarDodgeActive,CarJumpActive,SpeedFlip
300.0,135.37209302325581,58.288205128205135,0.0615227587974359,0.1764878715846154,0.5997059301794871,0.35504224384615385,-70668.58974358975,93608.33333333333,964.5897435897435,-13732.28205128205,22176.358974358973,-4676.538461538462,72.21457476533257,21.333333333333332,1,1,0
299.0,196.625,17.66,-0.011644697415384616,0.00299682226,0.9709314946153846,-0.002576847999999999,-65902.46153846153,-8215.923076923076,-1989.923076923077,2021.7692307692307,2915.0,17909.153846153848,44.618835093577886,0.0,0,0,0
298.0,141.22222222222223,50.47083333333333,0.090557885625,-0.10577527853333335,0.5527702766666667,-0.28259175799999997,-109571.91666666667,-112475.5,6589.333333333333,-389.75,-23390.25,-729.0833333333334,94.87082499665763,6.0,1,1,0
297.0,125.875,48.935833333333335,0.052584279083333345,-0.04258839878333332,0.5513920514583334,-0.33151196499999996,-129905.08333333333,-180376.08333333334,-7686.333333333333,-9329.416666666666,-27818.916666666668,-3667.9166666666665,134.26262681769992,6.0,0,0,0
296.0,216.33333333333334,17.02,0.00023082019642857145,0.0022376845428571427,-0.049944754714285715,0.46662417000000006,67546.78571428571,-167270.35714285713,15.642857142857142,-0.5714285714285714,0.07142857142857142,16989.64285714286,126.70582672519166,100.0,0,0,0
295.0,115.25,17.02,0.00015084680661538462,0.0048293803461538455,-0.03742198176923077,0.9989862415384615,138376.3076923077,-11314.076923076924,13.0,3.3846153846153846,0.23076923076923078,-424.38461538461536,83.39301593708515,0.0,0,0,0
294.0,169.5,17.02,0.0003745530071428572,0.004829884342857143,-0.07196185164285715,0.9969281264285714,115945.07142857143,-18629.285714285714,13.857142857142858,-0.9285714285714286,2.5,2860.214285714286,70.51429574038964,0.0,0,0,0
293.0,142.5,200.81636363636363,-0.047084742546363634,0.05719580518181819,-0.020276421090909096,0.5920001381818182,19611.545454545456,-5687.181818181818,31648.272727272728,10232.636363636364,-29501.18181818182,10157.181818181818,23.9630640519303,97.0,0,1,0
292.0,154.75,177.51642857142858,-0.21088455060928574,0.4197177450407143,0.641842855,0.21759878714285713,16665.14285714286,-9890.142857142857,-26058.0,29717.428571428572,6579.357142857143,13667.714285714286,20.946507641344713,0.0,0,0,0
291.0,137.8,16.97692307692308,-0.004653841869230769,0.0005027535376923077,0.9929890838461539,0.11261866623076923,-3918.3846153846152,1984.0,107.46153846153847,-10.923076923076923,-27.615384615384617,-1239.3076923076924,7.4917977628755885,0.0,0,0,0
290.0,148.71428571428572,17.01,-0.004095688030769231,0.0023486039,0.8642540407692307,0.4881448376923077,-38846.0,71931.0,22.23076923076923,1.2307692307692308,-2.5384615384615383,-2547.4615384615386,49.86471061410874,92.0,0,0,0
289.0,135.0,17.01,-0.004402924728571429,0.001885866707142857,0.9178533092857143,0.3967845671428571,-86430.57142857143,92283.71428571429,26.0,-1.8571428571428572,1.8571428571428572,536.5,75.87789957925224,100.0,0,0,0
288.0,121.83333333333333,17.01,-0.004417715869230769,0.0017128479330769232,0.9242568876923076,0.3569242176923077,-92182.53846153847,82205.0,27.46153846153846,-0.6923076923076923,2.076923076923077,-2997.923076923077,76.43559397928951,0.0,0,0,0
287.0,102.75,17.01,-0.004050454607692307,0.0026444878307692304,0.8378974776923077,0.544863,-23385.76923076923,45900.230769230766,26.846153846153847,1.7692307692307692,-2.076923076923077,-1760.6923076923076,31.560776135056706,0.0,0,0,0
286.0,110.0,19.450714285714287,-0.0036210674999999997,0.0035409132142857143,0.7168788257142857,0.6935808192857144,-765.8571428571429,102601.71428571429,4633.0,-295.85714285714283,-14.5,-2016.142857142857,62.18759053552646,84.0,0,1,0
285.0,118.14285714285714,92.45272727272727,0.023709494272727272,0.004544161727272723,0.7766620445454545,0.602868590909091,-14869.181818181818,177790.72727272726,-3795.909090909091,2498.2727272727275,2006.4545454545455,88.18181818181819,107.746029821222,90.5,1,0,0
284.0,168.44444444444446,17.09,-0.004751781461538462,0.002675611553846154,0.8865562069230768,0.44333092461538465,-111893.84615384616,155667.07692307694,-772.1538461538462,-1838.3846153846155,-303.3076923076923,4136.538461538462,119.6115942839257,0.0,0,0,0
283.0,92.2,17.01,-0.003987792061538461,0.0026926259153846155,0.81589961,0.5610679276923076,-27613.53846153846,37859.230769230766,28.53846153846154,2.769230769230769,-3.6923076923076925,-9871.76923076923,35.544425684585846,96.0,0,0,0
282.0,112.0,17.810000000000002,0.0013859345333333334,0.012351785379999999,0.440170854,0.8797466413333334,-39299.933333333334,-60720.53333333333,1675.3333333333333,290.26666666666665,3215.6666666666665,-11510.866666666667,46.19441867117783,0.0,0,0,0
281.0,98.77777777777777,125.92923076923077,0.19868965461538463,0.41490273461538457,0.33711734769230767,0.8072521515384616,-3194.923076923077,-2433.4615384615386,4299.307692307692,3306.3846153846152,2843.6153846153848,5412.615384615385,35.04500875305122,0.0,0,0,0
280.0,31.0,20.19,0.019629038655384616,0.03749832846153846,0.09550756993076924,0.9667673453846154,33190.0,2580.923076923077,-2258.076923076923,-962.0,-3853.076923076923,-14456.615384615385,22.7098496000732,0.0,0,0,0
279.0,185.3846153846154,100.14857142857143,0.30558846,0.04690177122857143,-0.20443697807142858,0.54515621,9855.214285714286,27781.64285714286,11667.57142857143,-34353.07142857143,2583.9285714285716,-5964.642857142857,28.241834300005277,0.0,1,1,0
278.0,165.77777777777777,67.57846153846154,0.07928534376692307,0.0836638592,-0.018389881415384612,0.9656955784615384,84055.38461538461,24825.23076923077,-3377.923076923077,-18491.76923076923,-4777.692307692308,10216.538461538461,59.26773789067381,59.0,0,1,0
277.0,79.125,144.0563636363636,0.35876088545454543,0.1586902609090909,0.057036706454545456,0.48122721972727267,208806.45454545456,-39811.545454545456,-362.6363636363636,44652.63636363636,25424.727272727272,-12758.181818181818,127.80050630927438,47.5,1,0,0
