SecondsRemaining,CarSteer,CarThrottle,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarDodgeActive,CarJumpActive,SpeedFlip
300.0,159.625,191.5,0.09659345633333334,0.11321949609285714,-0.42702391633333336,0.5953391552380952,53630.619047619046,-116510.42857142857,1986.142857142857,12353.833333333334,3641.6666666666665,4730.642857142857,88.5407304800827,1,1,0
299.0,191.5,255.0,0.42673849824230775,-0.0686517526923077,-0.06359970668461538,0.6441542730769231,226361.3076923077,-21073.46153846154,-4308.076923076923,-31572.53846153846,8978.538461538461,2039.5384615384614,136.48577090619497,0,0,0
298.0,95.75,127.8,-0.24443789748,0.45091157660000003,-0.0387493638,-0.11747950266666667,16860.066666666666,-55510.46666666667,87488.2,-1293.1333333333334,-27159.866666666665,12839.733333333334,87.66362338004707,0,1,0
297.0,127.71428571428571,64.0,0.411169679375,0.3449220759375,0.4611364098125,-0.2819833808125,-67551.125,-79693.375,70451.0,-19214.25,-12729.75,41465.125,75.70229726638163,0,0,0
296.0,64.0,127.66666666666667,-0.14961220979166667,0.9453812375,0.030341352749999998,-0.10976923116666666,-63796.833333333336,-62744.666666666664,7575.916666666667,5808.833333333333,8372.333333333334,12672.416666666666,60.16597121252855,0,0,0
295.0,149.0,64.0,0.7218755746666666,0.049874051266666664,0.17930339973333334,-0.10031716393333333,-51443.86666666667,-63536.666666666664,-71426.13333333333,2578.8,-598.4,28753.533333333333,65.77666022666978,0,0,0
294.0,0.0,170.33333333333334,0.4029656403076923,0.15272832923076923,0.3897342886153846,-0.20360101769230768,-83589.92307692308,-104360.69230769231,-47352.769230769234,-32873.769230769234,24152.384615384617,18332.76923076923,92.38452704562675,1,0,0
293.0,127.5,0.0,0.18523733326666666,0.4763749896,0.34932907275999997,-0.07157068806666667,-156132.0,-123849.73333333334,-2274.866666666667,-46717.4,412.46666666666664,25508.0,119.94077863358174,0,0,0
292.0,127.8,191.5,0.0270084248,0.5546169226666666,0.7494898806666667,0.12989515186666667,-145370.6,-18445.533333333333,-37966.73333333333,2929.0666666666666,-1632.7333333333333,15783.866666666667,100.25396383327826,1,1,0
291.0,0.0,85.33333333333333,0.3170461353846154,0.41814994538461536,0.27625043169230773,-0.14282446876923077,-93183.46153846153,-16505.923076923078,9954.538461538461,43258.61538461538,-53.53846153846154,12742.615384615385,58.37198245259826,0,0,0
