SecondsRemaining,CarSteer,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarBoostAmount,CarDodgeActive,CarJumpActive,SpeedFlip
300.0,99.35714285714286,66.37071428571429,0.21957874203095237,0.07803742813809522,-0.2519779074309524,0.5191269202380953,88042.35714285714,-82634.23809523809,1696.595238095238,22862.04761904762,-2885.8809523809523,-2229.7380952380954,76.80597779422868,21.333333333333332,1,1,0
299.0,156.41666666666666,22.608666666666668,-0.01692156320411333,-0.0959157222,-0.037476891533333334,0.9674545466666667,77282.6,3202.0666666666666,-5273.266666666666,4586.133333333333,15204.266666666666,8191.333333333333,48.14648366049657,12.0,0,0,0
298.0,148.4,47.034666666666666,-0.008046726853333333,0.011739644706666667,0.49624367333333336,0.8437982299999999,68978.6,109199.0,15709.6,602.2666666666667,339.06666666666666,11474.8,82.77140457513356,15.0,0,1,0
297.0,84.0,241.54999999999998,0.28953353983333335,0.107199517175,0.5447335391666667,0.7418036308333334,42836.666666666664,189354.25,7238.333333333333,-894.75,12819.666666666666,-5125.25,117.07552070229195,1.0,0,0,1
296.0,133.28571428571428,81.73642857142856,0.08462963784285714,0.1445768553357143,0.05835496571428573,0.9255538264285714,64847.857142857145,101972.57142857143,-20861.785714285714,-4706.642857142857,-7442.285714285715,-14898.5,94.38969738753656,100.0,0,0,0
295.0,67.5,54.82750000000001,-0.149311171775,0.12386339065833334,0.34900075258333335,-0.14236415358333335,-75593.41666666667,-148427.5,7839.5,-8001.0,-25056.083333333332,-15737.583333333334,104.81496330747558,0.0,1,1,0
294.0,81.77777777777777,44.68083333333333,-0.015620688933333335,-0.006477051333333338,0.666581265,-0.3067771675,-137493.91666666666,-182443.16666666666,-7340.5,-13304.666666666666,-24996.916666666668,-2369.5833333333335,137.3622461273284,60.0,0,0,0
293.0,125.61538461538461,17.01,-0.0041441028,-0.0024210048399999997,0.8635854813333333,-0.5026507553333334,-111180.8,-191552.0,26.4,3.1333333333333333,2.933333333333333,1392.6666666666667,133.1767311977225,72.0,0,0,0
292.0,100.7,17.01,-0.004454123873333333,-0.0014280026766666668,0.9240668266666667,-0.29412957482,-90871.13333333333,-71599.6,27.666666666666668,-4.0,1.5333333333333334,-10429.133333333333,77.89590882077844,0.0,0,0,0
291.0,150.0,17.01,-0.004674205842857143,-0.0008689475821428572,0.9782546014285715,-0.1747620177857143,-123610.57142857143,-45420.642857142855,28.0,0.35714285714285715,-0.35714285714285715,-1826.9285714285713,80.91049823736752,84.0,0,0,0
290.0,129.83333333333334,17.01,-0.004525335166666667,0.0014408602566666666,0.9469483675,0.2975830529166667,-108642.33333333333,72240.58333333333,27.166666666666668,3.0,-2.5,-7399.833333333333,81.10993637012258,0.0,0,0,1
289.0,94.14285714285714,20.371428571428574,0.027175631492857143,0.024779931899999996,0.8382580678571429,0.5250243892857143,-60279.0,121266.78571428571,2542.6428571428573,-1080.357142857143,5161.285714285715,-8488.214285714286,84.02136020424943,0.0,0,0,0
288.0,145.83333333333334,23.147333333333336,0.039936211806,0.05656662178,0.17650637593333332,0.924160062,12374.333333333334,83994.4,-1979.0,-3471.6,-3647.266666666667,-18888.266666666666,52.41764293039793,0.0,0,0,0
