SecondsRemaining,CarSteer,CarThrottle,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarDodgeActive,CarJumpActive,SpeedFlip
300.0,142.76923076923077,212.33333333333334,0.005199445314285716,0.20303677588095237,0.618819405,0.2874891589761905,-93182.09523809524,109368.14285714286,3046.214285714286,-26330.809523809523,13571.857142857143,-5861.785714285715,86.81562999109596,1,1,0
299.0,160.3,193.0,-0.027313345138461533,-0.0526959636,0.8426609646153846,0.52253888,-67121.0,99517.30769230769,-7559.615384615385,-2635.4615384615386,1708.7692307692307,-2642.230769230769,73.15795675330362,0,0,1
298.0,255.0,225.5,-0.007896986946153846,0.0009737607184615385,0.9448021530769231,0.114055764,-99383.07692307692,30567.76923076923,36.15384615384615,0.6153846153846154,-0.07692307692307693,18796.153846153848,75.44779643296441,0,0,0
297.0,119.77777777777777,200.625,0.30239922487692306,-0.28666044095384613,0.2816877136923077,-0.3120173410769231,-82905.30769230769,-140011.76923076922,5624.461538461538,8444.923076923076,-38564.61538461538,-5386.538461538462,98.15226053954532,1,1,0
296.0,100.66666666666667,190.25,-0.031519993395714284,0.0385941124,-0.16755853535714285,0.5222635035714286,25500.428571428572,-119255.64285714286,-4703.785714285715,-1048.5,-13212.92857142857,12238.5,91.1936241609696,0,0,0
295.0,143.53846153846155,200.44444444444446,0.029102342607733332,-0.010880801933333331,0.2635643216733333,0.947886452,156497.26666666666,26068.6,-1415.8666666666666,-857.1333333333333,2035.1333333333334,6470.333333333333,97.93384195586027,1,1,0
294.0,133.72727272727272,199.3968253968254,0.07523563372244334,0.12884948017594333,0.34168393214888887,0.5764434462722222,73792.83333333333,77190.33333333333,4083.7,-12558.333333333334,14246.977777777778,-5352.077777777778,102.59930000193555,1,1,0
293.0,172.6,215.54545454545453,-0.008379779066666667,-0.000124619801,0.9991479586666666,-0.011978100600000001,-228932.33333333334,-1505.8666666666666,32.0,-1.8666666666666667,0.13333333333333333,3549.8,137.83045019297145,0,0,0
292.0,77.14285714285714,213.0,0.39917825,0.07915835817692307,0.8171630953846154,-0.024903920692307693,-76644.46153846153,-6536.153846153846,91155.38461538461,-10685.384615384615,15140.923076923076,6277.2307692307695,116.30153207120483,1,1,0
291.0,135.9,178.77777777777777,0.2841624582666667,0.06538055793333335,0.4109237536,0.374351472,84684.73333333334,134482.2,12037.933333333332,-5769.2,28674.466666666667,25284.133333333335,96.02757107866178,0,0,0
