SecondsRemaining,CarSteer,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarDodgeActive,SpeedFlip
300.0,158.0,-0.1054708290895,0.12485389675400001,0.48371806767500003,-0.07573101076,-35453.55,-68389.45,-534.975,-9551.625,-14398.025,2444.825,62.962221077506,1,0
299.0,130.6,-0.000548650808,0.004653011986666666,0.10717506266666668,0.974023632,118744.33333333333,45130.46666666667,27.4,1.0,-3.2,-8624.266666666666,79.49825706630558,0,0
298.0,164.83333333333334,-0.056911088076923085,0.03728959607692307,-0.38315007692307695,0.5658708269230769,79313.92307692308,-131932.61538461538,25571.076923076922,1134.5384615384614,4513.846153846154,-11865.538461538461,95.68972175441854,1,0
297.0,166.8181818181818,0.3536964253846154,-0.15143978423076926,-0.12509713846153844,-0.03133363326923077,95563.92307692308,-207040.15384615384,-13055.153846153846,2638.0,-1026.0,-18510.615384615383,137.28089370226888,0,0
296.0,64.25,-0.1090090185,0.1008241924,0.8579011366666666,-0.4200130329166667,-93136.83333333333,-164944.16666666666,-12936.666666666666,4890.0,6265.166666666667,-7847.583333333333,124.25886359889911,0,0
295.0,27.666666666666668,0.07774279220000001,0.2727641374125,0.753510045,0.3436933970214286,-121326.85714285714,143062.35714285713,7112.785714285715,-12924.142857142857,19098.14285714286,-17578.64285714286,124.53830579736722,1,0
294.0,72.77777777777777,0.07132872785714287,0.10875377544285714,0.4495618492857143,0.33076623857142856,-79788.5,214111.14285714287,-7030.428571428572,-17696.14285714286,26298.714285714286,-259.2142857142857,137.26024041041896,0,0
293.0,117.11111111111111,-0.003768265346666667,0.002977028626666667,0.7836356293333334,0.6186378579999999,-54232.933333333334,218700.86666666667,27.133333333333333,3.8,-0.3333333333333333,-2088.0666666666666,135.9300521707064,1,0
292.0,132.9,-0.003774905092307692,0.0029511611769230768,0.7857304669230769,0.6169784738461538,-50698.61538461538,215457.84615384616,26.0,0.3076923076923077,0.46153846153846156,1518.6923076923076,133.22141953217817,0,0
291.0,164.0,-0.004577484876923077,0.0010907863371692307,0.9462835638461539,0.22653065553846152,-96677.76923076923,84826.92307692308,28.0,-1.9230769230769231,1.0769230769230769,11586.846153846154,86.31034460858665,0,0
290.0,120.1,-0.0045343264461538465,-0.0013410219153846155,0.9521130384615385,-0.2771207636153846,-94559.46153846153,-60859.307692307695,27.76923076923077,1.8461538461538463,0.5384615384615384,1295.4615384615386,69.52695011761226,1,0
