SecondsRemaining,CarSteer,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarDodgeActive,SpeedFlip
300.0,80.27777777777777,0.0010026965370454545,0.002784328115909091,-0.33075303479545454,0.9330284568181818,70667.72727272728,-54408.47727272727,28.113636363636363,-3.1363636363636362,-0.5454545454545454,3540.6363636363635,56.03710863474844,1,0
299.0,153.5,-0.25448161593125,0.4661332448125,0.17986051081249999,0.38034085424999997,108461.4375,126074.9375,8269.875,-32096.0625,20703.5625,4265.5,100.7022588489088,1,0
298.0,251.5,0.07138775388653847,-0.12842632473846155,0.5481671253846154,0.7814278992307693,73386.30769230769,154563.76923076922,-7544.538461538462,-12752.692307692309,8073.153846153846,9209.461538461539,107.95224156483488,0,0
297.0,253.5,-0.0023739179461538464,4.50258153846154e-05,0.799135416923077,0.01070636053846155,-106015.23076923077,81726.07692307692,29.307692307692307,-2.923076923076923,-2.230769230769231,31985.153846153848,83.64038636724052,1,0
296.0,145.16666666666666,0.0005768578807142856,0.0029216676142857145,-0.19962133,0.974143725,-25022.85714285714,3212.3571428571427,26.285714285714285,0.2857142857142857,3.7857142857142856,4361.5,18.026263115195675,1,0
295.0,194.16666666666666,-0.011142579653846154,-0.008265071530769231,0.29973701230769234,-0.024008041538461537,-4541.076923076923,61759.46153846154,9826.153846153846,3247.923076923077,1731.5384615384614,-11540.384615384615,46.44943883206767,1,0
294.0,38.833333333333336,0.175220533125,-0.018708721875,-0.2746662591875,0.2041294196875,8260.75,12785.125,-2091.8125,8463.5625,30363.375,9950.25,20.72779762067114,0,0
293.0,17.90909090909091,0.05944566462307692,-0.02485454353846154,0.22788495153846153,-0.13818246538461537,-20044.923076923078,-38906.307692307695,-7439.538461538462,-8864.76923076923,14343.846153846154,-4657.538461538462,29.41930957984848,0,0
292.0,109.5,0.24726412287142857,0.046322209935000004,0.9160128292857143,-0.14882411509285715,-120313.07142857143,-77233.78571428571,31167.14285714286,-6406.5,10709.642857142857,-3652.0714285714284,88.2865964677394,1,0
291.0,143.0,0.1587705009230769,0.22152051246153848,0.9201141576923076,0.03292601953846154,-127353.69230769231,-78063.07692307692,-26999.615384615383,2565.923076923077,-13387.384615384615,8489.615384615385,91.6682460725083,0,0
290.0,178.0,-0.004297346707142857,0.0011548778235714284,0.9739430450000001,-0.03361742171428571,-117075.28571428571,-11609.785714285714,-923.7142857142857,289.57142857142856,1253.142857142857,9630.92857142857,77.75738091666751,1,0
289.0,208.72727272727272,-0.11883183838461539,0.42272574592307693,-0.06013690238461538,0.192573071,-36540.38461538462,-131955.6923076923,13059.923076923076,5272.153846153846,31481.076923076922,12224.307692307691,84.56210722078471,1,0
288.0,228.42857142857142,-0.0016242220509999994,-0.1558273786642857,-0.42291281714285717,0.8597224721428571,18249.14285714286,-104013.85714285714,-12570.642857142857,4247.357142857143,13163.07142857143,8183.071428571428,71.43787848318928,1,0
287.0,111.8,0.0004105440168,0.0029486159666666663,-0.1444039712,0.9875575013333333,114190.53333333334,-35169.53333333333,27.466666666666665,2.066666666666667,-2.8,-887.2,72.07867230167045,0,0
286.0,63.714285714285715,3.7378207142857175e-05,0.0010454344785714286,-0.020536832857142855,0.34126874999999995,35374.71428571428,-113034.64285714286,27.785714285714285,-1.1428571428571428,-1.5,-13001.357142857143,80.45856119487696,1,0
285.0,232.66666666666666,0.0004889997792857142,0.002417254171428571,-0.16386057178571428,0.8119980528571428,84346.21428571429,-63575.357142857145,2169.8571428571427,-0.21428571428571427,0.7142857142857143,22635.64285714286,78.7130587974726,0,0
284.0,138.5,-0.1147932734375,0.310625087,0.1706744845,0.4503259481875,156212.75,78566.8125,1578.25,-31238.8125,35008.875,2668.5,105.24511886612393,1,0
283.0,198.0,0.014056194323076922,-0.03003897277692308,0.3466030915384615,0.93329768,137149.61538461538,104521.53846153847,-4879.923076923077,-3907.846153846154,4176.615384615385,1518.8461538461538,104.30532544872622,0,0
282.0,74.75,-0.0010551323083333333,0.0027526948916666663,0.34232902,0.9229929558333333,111946.83333333333,113438.41666666667,28.25,1.8333333333333333,0.5,-11371.416666666666,98.54498744543953,0,0
281.0,136.6,-0.0009183232415384674,0.01190034072307692,-0.4654081769230769,0.7042798715384616,71895.15384615384,-84928.30769230769,11830.923076923076,-4248.923076923077,13047.692307692309,-10741.0,75.3206496336144,1,0
280.0,82.66666666666667,0.169141035,-0.15425063725000002,0.2764976766875,-0.11265811031250002,22497.0,-121475.5625,-14579.8125,2303.5625,31952.4375,-8507.5,84.10083004532348,0,0
279.0,54.4,-0.08114290415333333,0.031994325324666666,0.9380647513333333,0.0821387804,-121284.73333333334,15393.266666666666,9469.466666666667,-7869.0,-6393.266666666666,-16841.2,83.48724363840735,1,0
278.0,0.0,0.45112006792857146,-0.1999230612357143,0.5862887729999999,0.24385460114285712,-145211.92857142858,101597.85714285714,-10020.642857142857,-26088.85714285714,-24520.85714285714,208.92857142857142,106.70500733080573,0,0
277.0,206.75,0.021081808355555558,0.004976414012555556,0.8064042611111111,0.07707125201111112,-171589.94444444444,28492.166666666668,5488.888888888889,5018.222222222223,-14815.333333333334,11302.0,110.25515391051886,1,0
276.0,190.0,0.4257444994933334,0.07304059844666666,0.745785606,-0.10401836396000001,-210616.33333333334,-37414.2,-6474.0,9895.933333333332,-29758.133333333335,-331.2,128.56362266977672,0,0
275.0,200.0,-0.0026920035166666666,-0.0013032929408333333,0.8876016391666667,-0.42858584,-81351.75,-57356.833333333336,27.833333333333332,-1.25,-0.3333333333333333,10473.0,63.06077034171159,1,0
274.0,76.42857142857143,0.0006928717133333332,0.0012230003399999999,-0.24542879933333334,0.4087899526666667,5374.4,677.1333333333333,26.933333333333334,-3.3333333333333335,-0.4666666666666667,4465.0,18.277406681618015,0,0
273.0,91.14285714285714,-0.0006365859833333333,-4.405749999999999e-05,0.20849481583333332,-0.019892778333333343,-10877.5,-90960.91666666667,27.5,0.0,-0.16666666666666666,-5809.5,56.876533894823986,1,0
272.0,255.0,0.00021264486666666663,0.0005098082999999999,-0.07593774666666665,0.16047960833333333,-4983.666666666667,-28844.083333333332,28.666666666666668,-1.0,-2.0833333333333335,5938.166666666667,21.55834361748401,1,0
271.0,89.16666666666667,-0.0006654274153846154,-0.000315595623076923,0.21252578230769228,-0.11705467769230768,-388.2307692307692,-75197.84615384616,27.384615384615383,-0.6923076923076923,4.3076923076923075,-1599.6923076923076,45.53746211103734,0,0
270.0,147.33333333333334,0.024282245839999998,0.02948566411333334,-0.3802587233333333,0.49424008933333335,29268.933333333334,-142438.6,23891.133333333335,-2371.133333333333,-12763.733333333334,-1213.1333333333334,88.97329446502211,1,0
269.0,244.25,-0.018057069346153847,0.5603102369230769,0.01415156961538462,0.3086691054615385,63701.61538461538,-153142.6923076923,-6986.692307692308,18597.846153846152,35875.38461538462,3032.230769230769,104.91541748848437,1,0
268.0,103.0,-0.0021052488933333336,0.5295367297333333,0.7749312620000001,0.20595523207333333,-11780.466666666667,19142.466666666667,-15472.0,10206.066666666668,-12305.2,-8279.2,28.16053181193724,0,0
267.0,146.8,-0.002021073423733333,0.009383197933333334,0.34709875760000003,0.907181484,71249.06666666667,59090.86666666667,5731.666666666667,-210.86666666666667,2589.4666666666667,-15627.266666666666,63.12874023135577,1,0
266.0,151.4,-0.04874072192307692,0.2788498607692308,0.10417620564615385,0.5399593266461539,160673.0,39101.307692307695,-6068.7692307692305,-15777.461538461539,40173.92307692308,1106.923076923077,99.52722572517678,1,0
265.0,162.33333333333334,-0.21823834060833333,0.40896218241666665,0.13252547708333334,0.5006704466666667,173354.16666666666,91908.66666666667,9281.833333333334,-26033.5,28440.75,3162.0,118.62190269391557,1,0
264.0,112.2,0.07749169643666667,-0.11412574551333333,0.32351477,0.9143281613333334,167404.73333333334,125435.13333333333,-7411.8,-9295.266666666666,9818.866666666667,2267.6666666666665,126.97688735710827,1,0
