SecondsRemaining,CarSteer,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarBoostAmount,CarDodgeActive,CarJumpActive,SpeedFlip
300.0,149.5625,38.41525,0.1215867800175,-0.1085736681225,0.6410446755,0.521438217,-31154.675,118646.025,197.575,-15862.225,-1864.5,2644.7,76.22871277102604,28.6,1,1,1
299.0,112.8,16.99,-0.004444862808333333,0.0018000637999999998,0.925378055,0.3785727616666667,-163796.58333333334,160933.58333333334,50.25,-0.9166666666666666,0.5,-545.9166666666666,137.84909413160224,30.0,0,0,0
298.0,105.875,16.99,-0.004251307146153846,0.0021622759307692307,0.8830486638461538,0.4484547623076923,-130001.61538461539,156403.92307692306,52.92307692307692,-2.076923076923077,2.4615384615384617,-6388.7692307692305,124.80252127244736,48.0,0,0,0
297.0,89.0,16.99,-0.0028113114538461537,0.0038603918384615384,0.5821905353846154,0.7975062430769231,15951.153846153846,54333.38461538462,52.76923076923077,5.615384615384615,-5.230769230769231,-8307.615384615385,36.06802013246529,0.0,0,0,0
296.0,108.25,16.877857142857142,-0.0003444963192857143,0.00627531025,0.21823114035714286,0.9737065114285715,115786.42857142857,53004.142857142855,158.78571428571428,-9.642857142857142,-451.57142857142856,-5443.714285714285,76.9234758786482,32.0,0,0,0
295.0,193.44444444444446,49.32866666666667,0.04794491389733334,-0.0004155911866666658,0.08646685593333332,0.6507515426666667,177779.93333333332,89821.26666666666,11180.066666666668,-22308.933333333334,353.4,13604.4,123.84504181425443,23.0,1,1,0
294.0,110.68181818181819,328.5598823529412,0.32036695830111644,0.0699172823757047,0.2849758227529412,0.34937266069647055,10323.270588235295,-50882.07058823529,4017.929411764706,-15766.635294117646,1280.0117647058823,1579.8823529411766,110.72958458332373,10.666666666666666,1,1,0
293.0,222.0,30.40533333333333,0.025836685853333333,-0.01184144668,0.952794102,-0.19089002943999997,-125524.6,-54253.6,-8076.066666666667,2851.5333333333333,-3593.0,14596.533333333333,88.11585569253417,0.0,0,0,0
292.0,89.33333333333333,83.01933333333334,0.3220412689133333,-0.13315650048666666,-0.2725432204666667,0.26502144906666664,-64071.066666666666,-174635.0,6824.066666666667,18658.466666666667,-41817.46666666667,-6976.866666666667,112.19077806362046,0.0,1,1,0
291.0,209.0,24.869333333333334,-0.019939429462666667,0.018502235895333334,-0.2605483833333333,0.5234536766666666,23264.866666666665,-158532.73333333334,-5746.8,807.0,-6289.333333333333,12457.666666666666,107.65040039912469,100.0,0,0,0
