SecondsRemaining,CarSteer,CarThrottle,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,CarDodgeActive,CarJumpActive,SpeedFlip
300.0,93.83333333333333,239.25,0.045437443995,0.054565678796750006,-0.09928944519999999,0.3214714313,-21455.625,-107509.5,-29.175,15470.9,2472.45,-6831.3,77.93174520395456,1,1,0
299.0,110.75,0.0,-0.004571260076923077,0.00154270432,0.9491219507692308,0.30092517153846154,-172930.3076923077,114157.30769230769,76.61538461538461,59.07692307692308,3.5384615384615383,-6864.7692307692305,126.00928315911526,0,0,0
298.0,116.25,0.0,-0.00310678034,0.0035993667,0.7365331853846153,0.6581972276923077,-28519.46153846154,189284.53846153847,93.76923076923077,19.307692307692307,-185.30769230769232,-4520.307692307692,120.89810790435897,0,0,0
297.0,230.5,85.33333333333333,0.13781204926923077,-0.030090438992307695,0.5792490869230769,0.26650085653846156,-34730.230769230766,55016.0,57894.38461538462,10817.23076923077,6924.461538461538,-1099.2307692307693,98.62930708682006,1,1,0
296.0,119.4,205.0,0.21466183304615383,-0.10706489661538462,0.16112264053846154,-0.09302478384615384,41679.92307692308,-98138.0,-11233.846153846154,8880.153846153846,2183.230769230769,-30900.69230769231,64.73325933891587,0,0,0
295.0,184.0,207.0,0.02231109956923077,0.04725631922769231,-0.47124369384615383,0.8577092900000001,53087.92307692308,-90714.76923076923,-41624.53846153846,3241.6153846153848,-11205.307692307691,9974.076923076924,71.39496595286289,0,0,0
294.0,93.51724137931035,207.32432432432432,0.21710257906805766,-0.07945978919417765,-0.16732939216823528,0.5689332754588234,56569.17647058824,-119954.37647058823,8621.517647058823,15669.164705882353,-15239.04705882353,8963.811764705883,84.75594742864978,1,1,0
293.0,188.5,0.0,-0.036325284449333334,0.0253662376139,-0.06105980033333333,0.9648689946666666,55598.4,-3870.866666666667,-4938.933333333333,2926.6666666666665,-3041.2,12650.866666666667,42.56237438359343,0,0,0
292.0,174.16666666666666,200.0,-0.0020518901307692307,0.004289900730769231,0.4277158230769231,0.8995323476923077,73113.53846153847,89802.69230769231,14.461538461538462,-3.230769230769231,0.3076923076923077,6390.7692307692305,70.62103515843283,0,1,0
291.0,79.0,219.375,0.18832497423076924,0.32326698466923076,0.26540238461538457,0.4349989576923077,101725.84615384616,147564.0,3991.4615384615386,296.84615384615387,44279.46153846154,-7135.461538461538,108.01550420220451,1,0,0
