,PlayerName,SecondsRemaining,CarPositionX,CarPositionY,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed
1525,RLDataCoach,229.0,3146.92,1743.96,103.56,-0.37418723,-0.42173713,-0.5378606,0.62675965,65161.0,-218663.0,-3340.0,49405.0,7051.0,-764.0,136.9139250492805
1526,RLDataCoach,229.0,3195.79,1579.87,99.21,-0.28008002,-0.31230864,-0.5923213,0.6878764,65200.0,-218907.0,-7780.0,39711.0,5666.0,-612.0,137.1257215027144
1663,RLDataCoach,222.0,-3431.0,-1198.7,94.9,0.445798,-0.48046514,0.5139291,0.5534386,7314.0,227507.0,-1875.0,-53533.0,3986.0,-20.0,136.57935531111573
1665,RLDataCoach,222.0,-3424.29,-990.07,90.5,0.32689625,-0.35240835,0.5966803,0.6425884,7325.0,227707.0,-7258.0,-40990.0,3049.0,-9.0,136.76422168710644
1666,RLDataCoach,222.0,-3419.41,-838.16,84.16,0.25120693,-0.2708873,0.63230765,0.6809568,7341.0,227981.0,-11244.0,-33756.0,2507.0,-4.0,137.02567461640172
1667,RLDataCoach,222.0,-3413.31,-647.97,72.46,0.1712558,-0.18479139,0.6585157,0.70914084,7371.0,228421.0,-16325.0,-26480.0,1962.0,-1.0,137.47333044092588
1668,RLDataCoach,222.0,-3406.52,-438.31,54.64,0.10094516,-0.10909669,0.67293596,0.72461385,7400.0,228823.0,-22019.0,-20274.0,1499.0,0.0,137.9994282901201
1669,RLDataCoach,222.0,-3400.94,-266.81,36.19,0.055218607,-0.059868965,0.67824453,0.73030883,7400.0,228328.0,-26669.0,-16295.0,1202.0,0.0,137.99957105802903
1670,RLDataCoach,222.0,-3390.68,-38.73,15.76,-0.004539721,0.0048741987,0.6906256,0.7231818,11253.0,227987.0,-5780.0,-12149.0,681.0,1463.0,137.00262701160148
1671,RLDataCoach,222.0,-3382.78,132.27,16.32,-0.0042969557,0.004539721,0.6925407,0.72135174,9961.0,228038.0,1185.0,481.0,-37.0,354.0,136.95511625492492
1673,RLDataCoach,222.0,-3374.89,322.3,16.88,-0.0035794475,0.0037358967,0.6930856,0.7208367,9196.0,228064.0,335.0,132.0,-9.0,91.0,136.94974269899157
1675,RLDataCoach,222.0,-3366.91,512.25,32.29,-0.0033636556,0.0034553672,0.68959516,0.724179,10351.0,227576.0,31654.0,71.0,-28.0,-2547.0,137.99994090390038
1678,RLDataCoach,222.0,-3358.31,701.81,59.35,-0.016575597,0.017341658,0.6803323,0.73251104,10355.0,227568.0,30733.0,-9257.0,517.0,-3402.0,137.92033083516006
1680,RLDataCoach,222.0,-3350.19,872.8,79.56,-0.06605684,0.07414364,0.6665809,0.73878896,12490.0,228692.0,21064.0,-51894.0,8402.0,-4699.0,137.99963877344027
1683,RLDataCoach,221.0,-3339.79,1063.6,94.53,-0.23868021,0.30712426,0.6090614,0.6911951,12537.0,229141.0,15393.0,-53797.0,11249.0,-2055.0,137.9996330851644
1684,RLDataCoach,221.0,-3329.29,1254.69,102.37,-0.38726425,0.51560694,0.5005932,0.57756585,12548.0,229402.0,722.0,-53684.0,11826.0,-1767.0,137.84763483324622
1685,RLDataCoach,221.0,-3319.91,1426.76,101.44,-0.4907854,0.6644239,0.36483264,0.42961353,12502.0,229372.0,-1650.0,-53672.0,11880.0,-1769.0,137.83103162814967
1686,RLDataCoach,221.0,-3309.54,1617.78,100.04,-0.5633888,0.77242917,0.18321066,0.228867,12386.0,229058.0,-1655.0,-53671.0,11883.0,-1770.0,137.63916222718007
1687,RLDataCoach,221.0,-3299.29,1808.44,98.7,-0.58515155,0.8107522,-0.014924747,0.0074690958,12220.0,228561.0,-1572.0,-53671.0,11883.0,-1770.0,137.3357015120249
1688,RLDataCoach,221.0,-3289.19,1998.66,97.43,-0.5541259,0.7759246,-0.21173307,-0.21460311,12042.0,228060.0,-1480.0,-53671.0,11882.0,-1770.0,137.02949666053655
1689,RLDataCoach,221.0,-3280.22,2169.56,96.35,-0.48327583,0.6845107,-0.37300575,-0.3984423,11906.0,227755.0,-1417.0,-53671.0,11882.0,-1770.0,136.84223131036703
1691,RLDataCoach,221.0,-3270.34,2359.29,95.11,0.36693123,-0.5294069,0.5164647,0.5642287,11813.0,227690.0,-1878.0,-52376.0,11581.0,-1816.0,136.80238149637597
1692,RLDataCoach,221.0,-3261.52,2530.12,91.87,0.2790928,-0.412744,0.58192,0.6427431,11779.0,227860.0,-6284.0,-42064.0,9101.0,-2014.0,136.95046080579647
1693,RLDataCoach,221.0,-3251.72,2720.15,84.35,0.19274874,-0.29997072,0.62354106,0.69574565,11781.0,228207.0,-11270.0,-33003.0,6855.0,-1921.0,137.27318126859302
1696,RLDataCoach,221.0,-3241.92,2910.52,72.63,0.12052287,-0.20710973,0.6450016,0.7256396,11810.0,228649.0,-16373.0,-25909.0,5132.0,-1672.0,137.72309143640362
1698,RLDataCoach,221.0,-3233.04,3082.12,58.37,0.067108825,-0.13934004,0.65417284,0.7403639,11825.0,228724.0,-21103.0,-20841.0,3952.0,-1412.0,137.9997853172243
1864,RLDataCoach,212.0,137.5,-3441.08,146.54,0.02447358,-0.006028727,0.996693,0.07725104,-183211.0,20569.0,-10118.0,4555.0,29253.0,43.0,110.78367277789629
1865,RLDataCoach,212.0,-0.11,-3425.61,136.94,0.12239495,-0.013565258,0.98939806,0.0769867,-183695.0,20641.0,-14920.0,3657.0,23512.0,19.0,111.2713067693554
1866,RLDataCoach,212.0,-153.43,-3408.38,122.09,0.20788115,-0.020093003,0.9749754,0.07618827,-184210.0,20719.0,-20155.0,2863.0,18445.0,0.0,111.87840287991244
1868,RLDataCoach,212.0,-307.17,-3391.08,102.92,0.27387056,-0.02509398,0.95849234,0.0752172,-184692.0,20789.0,-25309.0,2238.0,14470.0,-6.0,112.54417191378681
1869,RLDataCoach,212.0,-492.15,-3370.23,74.3,0.33344015,-0.029577099,0.9393947,0.07403035,-185223.0,20868.0,-31418.0,1664.0,10812.0,-6.0,113.41448141979048
1871,RLDataCoach,212.0,-646.7,-3352.83,45.81,0.37072915,-0.032339234,0.9252912,0.0731456,-185632.0,20928.0,-36463.0,1298.0,8480.0,-6.0,114.19998928073504
1873,RLDataCoach,212.0,-785.85,-3335.59,31.57,0.2964155,-0.022666322,0.95298606,0.05866597,-185507.0,23753.0,-5828.0,-8691.0,-49128.0,7642.0,112.26738774515063
1876,RLDataCoach,212.0,-944.5,-3307.11,24.87,0.05818583,0.047903266,0.9954934,0.05755464,-224908.0,41373.0,-11283.0,-22847.0,-50024.0,752.0,137.37594507598482
1878,RLDataCoach,212.0,-1132.28,-3275.65,20.24,-0.030159736,0.056410942,0.9944178,0.0839137,-225224.0,37648.0,-2836.0,14058.0,710.0,-11134.0,137.01990874088332
1879,RLDataCoach,212.0,-1318.41,-3238.19,17.08,-0.009044418,0.006239082,0.98883915,0.14858139,-220658.0,54237.0,-2682.0,7636.0,2273.0,-17855.0,136.3450306117535
1881,RLDataCoach,212.0,-1479.69,-3186.61,16.63,-0.004442615,-0.0010870515,0.9760291,0.21759187,-209697.0,80989.0,444.0,-319.0,129.0,-19109.0,134.8762727234112
1883,RLDataCoach,212.0,-1646.57,-3105.18,16.94,-0.0045613004,0.0007525741,0.95527196,0.2956926,-191725.0,111105.0,221.0,-226.0,53.0,-19597.0,132.95497123748322
1909,RLDataCoach,210.0,-2476.37,-1012.23,118.68,0.07472088,0.091218255,0.772163,0.62438804,-44628.0,204425.0,8910.0,-4731.0,34316.0,-588.0,125.65757342571914
1911,RLDataCoach,210.0,-2513.61,-841.63,123.63,0.1688551,0.18702479,0.75149083,0.60973036,-44738.0,204965.0,3496.0,-3005.0,27431.0,-722.0,125.89189917782636
1913,RLDataCoach,210.0,-2547.2,-687.71,124.24,0.2315482,0.2495723,0.72937953,0.593384,-44831.0,205451.0,-1363.0,-2654.0,23291.0,-529.0,126.17386537298442
1914,RLDataCoach,210.0,-2592.1,-481.91,119.38,0.29192162,0.30908257,0.7012107,0.57232267,-44948.0,206099.0,-7826.0,-1436.0,14463.0,-537.0,126.6531169816203
1915,RLDataCoach,210.0,-2625.85,-327.13,111.48,0.32109687,0.3365853,0.68508476,0.5605943,-45029.0,206585.0,-12668.0,-878.0,10047.0,-523.0,127.08879755666902
1916,RLDataCoach,210.0,-2663.42,-154.73,98.46,0.34319943,0.356476,0.67178684,0.55121815,-45115.0,207125.0,-18048.0,-493.0,6703.0,-484.0,127.64900820390261
1918,RLDataCoach,210.0,-2701.05,18.12,80.96,0.35809445,0.36914307,0.66230625,0.54484147,-45195.0,207665.0,-23418.0,-262.0,4474.0,-431.0,128.28744081413424
1920,RLDataCoach,210.0,-2738.75,191.42,58.98,0.36820978,0.37718132,0.65566796,0.5406065,-45275.0,208205.0,-28788.0,-124.0,2986.0,-371.0,129.00404169575464
1921,RLDataCoach,210.0,-2815.07,366.82,34.87,0.2599196,0.29493192,0.6897739,0.60800403,-128633.0,170933.0,-20420.0,3033.0,-54617.0,-5721.0,128.93930978596092
1923,RLDataCoach,210.0,-2889.56,466.63,25.6,0.11845127,0.12395405,0.7281582,0.66361916,-126701.0,171260.0,-13316.0,7215.0,-54441.0,-3007.0,128.06935960064763
1924,RLDataCoach,210.0,-2991.71,609.88,17.05,-0.0049874894,-0.010964966,0.7360498,0.6768203,-118181.0,172571.0,-4489.0,-5210.0,-11001.0,438.0,125.52431625896234
1927,RLDataCoach,210.0,-3094.17,768.97,16.72,-0.006508864,0.00039651754,0.742852,0.66942394,-106388.0,174312.0,438.0,-178.0,1884.0,2900.0,122.52827356785859
1963,RLDataCoach,207.0,-1640.82,3446.55,110.43,-0.57978904,0.018291142,0.27886623,0.765339,145505.0,95628.0,-20239.0,-16174.0,-11044.0,13621.0,105.17306285736855
1965,RLDataCoach,207.0,-1519.36,3526.34,91.0,-0.629006,-0.022725664,0.29142532,0.72035146,145965.0,95860.0,-25842.0,-8558.0,-6569.0,8998.0,105.9178111747028
1967,RLDataCoach,207.0,-1397.51,3606.34,66.9,-0.6105827,-0.032403972,0.30236605,0.73124105,146417.0,96114.0,-31437.0,15976.0,7635.0,-1999.0,106.7664956221754
1968,RLDataCoach,207.0,-1264.75,3635.41,51.34,-0.40173313,-0.018156271,0.29396087,0.8671031,186388.0,22849.0,-21265.0,46956.0,26157.0,-11656.0,113.39010047266031
1970,RLDataCoach,207.0,-1109.43,3654.68,31.09,-0.102741584,0.06422261,0.2845739,0.9509665,186236.0,23435.0,-26152.0,47467.0,26083.0,-9565.0,113.71064439620416
1972,RLDataCoach,207.0,-954.68,3675.24,25.09,0.13403693,0.07514707,0.26489362,0.951955,185087.0,25957.0,-595.0,33893.0,433.0,-6821.0,112.13953040511628
1974,RLDataCoach,207.0,-785.98,3700.79,25.88,0.18528765,0.05497584,0.24577977,0.9498623,182999.0,29736.0,742.0,-2265.0,-1161.0,-4287.0,111.24041142480549
1975,RLDataCoach,207.0,-635.06,3728.51,25.06,0.14784768,0.044892967,0.23254094,0.9602346,179266.0,36775.0,-2417.0,-12963.0,-6509.0,-2943.0,109.80908367343751
1977,RLDataCoach,207.0,-474.22,3769.14,21.21,0.060484014,0.020929197,0.23002148,0.97107863,170998.0,53277.0,-5472.0,-20514.0,-11241.0,1064.0,107.51339965846117
1978,RLDataCoach,207.0,-363.08,3810.32,17.8,0.0022037744,0.005483811,0.23620939,0.9716842,163716.0,67636.0,-3820.0,-9588.0,-5106.0,2103.0,106.30697925686722
1979,RLDataCoach,207.0,-229.35,3871.85,16.71,-0.005893857,0.0033852349,0.24341145,0.9698993,158406.0,77749.0,102.0,1510.0,800.0,1412.0,105.8747192051058
1980,RLDataCoach,207.0,-111.66,3932.2,16.88,-0.0022846963,0.004307745,0.24707991,0.9689828,155995.0,82202.0,243.0,419.0,244.0,709.0,105.79697744302527
2068,RLDataCoach,202.0,3741.53,-863.02,28.44,0.13746801,0.13051951,0.78479403,-0.59005547,-72446.0,-194666.0,-10385.0,48532.0,-25645.0,3450.0,124.78142558457968
2070,RLDataCoach,202.0,3690.92,-1010.08,20.66,-0.05868211,0.04110582,0.7997451,-0.5960491,-64293.0,-197021.0,-7572.0,24830.0,-11165.0,490.0,124.4305099669691
2072,RLDataCoach,202.0,3629.58,-1208.03,17.48,-0.017676136,0.0013244225,0.8059112,-0.591771,-60125.0,-198307.0,-2621.0,-1674.0,10481.0,-874.0,124.34274625164107
2073,RLDataCoach,202.0,3589.02,-1340.07,16.68,-0.0027054904,-0.005456837,0.8071622,-0.59029824,-61543.0,-197854.0,-228.0,-673.0,1394.0,-364.0,124.32283512549091
2074,RLDataCoach,202.0,3542.28,-1488.27,16.86,-0.002667727,-0.004199849,0.80766666,-0.58961844,-62783.0,-197455.0,277.0,-131.0,-514.0,-138.0,124.3177106589403
2075,RLDataCoach,202.0,3489.75,-1652.74,17.0,-0.0035524736,-0.0031802326,0.807849,-0.58937025,-63179.0,-197325.0,79.0,-37.0,-173.0,-38.0,124.31552295075623
2076,RLDataCoach,202.0,3437.05,-1817.14,17.01,-0.003800634,-0.002905098,0.8079,-0.58930016,-63264.0,-197293.0,27.0,-7.0,-40.0,-8.0,124.31279265884102
2078,RLDataCoach,202.0,3384.35,-1981.54,17.01,-0.003859977,-0.002845755,0.80789995,-0.58930016,-63278.0,-197282.0,27.0,-1.0,-8.0,0.0,124.30907317376312
2080,RLDataCoach,202.0,3336.58,-2129.38,17.01,-0.003859977,-0.002845755,0.81054753,-0.58565325,-65376.0,-196465.0,27.0,10.0,31.0,-5769.0,124.23407986055999
2082,RLDataCoach,202.0,3263.15,-2322.4,17.01,-0.004016426,-0.0026191736,0.84812206,-0.52977914,-82591.0,-188736.0,28.0,-3.0,-9.0,-17002.0,123.60954103126505
2083,RLDataCoach,202.0,3175.08,-2488.07,17.01,-0.0042537972,-0.0022253536,0.8897042,-0.45651215,-107862.0,-172777.0,28.0,-4.0,-6.0,-19140.0,122.20882652460091
2085,RLDataCoach,202.0,3074.29,-2622.85,17.01,-0.0044210358,-0.0018477178,0.9238691,-0.38267863,-131350.0,-151909.0,28.0,-1.0,-3.0,-19757.0,120.49273971239926
2104,RLDataCoach,200.0,1346.89,-3907.45,101.12,0.07961404,0.012211206,0.96255016,-0.2588622,-165326.0,-118724.0,-20986.0,-14636.0,25178.0,37.0,122.77074241560973
2105,RLDataCoach,200.0,1208.91,-4006.51,81.21,0.18138182,0.039773308,0.94913036,-0.25430357,-165786.0,-118990.0,-26255.0,-11488.0,19746.0,-5.0,123.4498256441053
2108,RLDataCoach,200.0,1070.56,-4105.78,56.96,0.25945565,0.0610181,0.9312068,-0.24862286,-166214.0,-119237.0,-31425.0,-8743.0,14997.0,-33.0,124.17548539224639
2110,RLDataCoach,200.0,945.16,-4194.19,33.76,0.28734684,0.07106321,0.9212851,-0.2522212,-169364.0,-114248.0,-24232.0,5032.0,-7544.0,9323.0,123.43672685485465
2113,RLDataCoach,200.0,743.05,-4299.17,22.25,-0.031022904,0.09589015,0.95746857,-0.27036393,-198647.0,-110464.0,-7877.0,10423.0,-40926.0,1221.0,136.45874941622466
2115,RLDataCoach,200.0,577.68,-4391.29,19.85,-0.043430977,0.043975852,0.9701534,-0.23448302,-199341.0,-108563.0,-3663.0,14862.0,13228.0,-13754.0,136.20948445258867
2116,RLDataCoach,200.0,425.41,-4466.16,16.91,-0.009610872,0.00084428565,0.9850807,-0.17182225,-206675.0,-90188.0,-2466.0,4941.0,6154.0,-18645.0,135.3056701140052
2117,RLDataCoach,200.0,249.06,-4526.48,16.7,-0.003930109,-0.0024681194,0.9957102,-0.092410505,-215005.0,-56957.0,503.0,-508.0,-228.0,-19468.0,133.45314173102108
2119,RLDataCoach,200.0,49.93,-4559.22,16.98,-0.004647617,-0.00051520305,0.9999861,-0.0024465402,-218001.0,-17875.0,140.0,-182.0,-60.0,-19796.0,131.23958869700863
2121,RLDataCoach,200.0,-130.02,-4558.56,17.02,-0.004782487,0.00027783203,0.9974407,0.07133835,-209619.0,13706.0,21.0,-86.0,-31.0,-12220.0,126.03996514471115
2123,RLDataCoach,200.0,-289.92,-4539.5,17.02,-0.004895778,0.0005637562,0.9951732,0.0980103,-177596.0,27969.0,12.0,-5.0,-15.0,-3410.0,107.87093007645757
2124,RLDataCoach,200.0,-411.72,-4517.37,17.02,-0.004922752,0.0005799406,0.9944425,0.10516389,-150456.0,29611.0,12.0,7.0,-7.0,-1099.0,92.00529867545673
2158,RLDataCoach,197.0,171.61,-4397.66,33.47,-0.08791124,0.03746433,0.99516076,-0.022871325,117283.0,7789.0,-25553.0,-1784.0,54939.0,-1856.0,72.17211033938248
2161,RLDataCoach,197.0,300.54,-4391.88,17.75,0.03492878,2.6973983e-06,0.9991921,-0.019877212,120856.0,4354.0,-3029.0,3626.0,-16589.0,-1130.0,72.58339866305518
2163,RLDataCoach,197.0,392.25,-4388.2,16.5,-0.0021821952,-0.0019070606,0.9999291,-0.011552999,123392.0,5061.0,-441.0,-325.0,-4142.0,-3297.0,74.09792029308245
2164,RLDataCoach,197.0,496.32,-4384.83,16.77,-0.005365125,-0.00021848927,0.99996173,0.006902642,126069.0,2639.0,440.0,-144.0,123.0,-4948.0,75.65843142386709
2166,RLDataCoach,197.0,591.79,-4384.59,16.96,-0.004992884,8.9014145e-05,0.9996482,0.02604886,128197.0,-1684.0,146.0,-17.0,62.0,-5159.0,76.9248859158075
2168,RLDataCoach,197.0,699.52,-4388.81,17.01,-0.0048526195,0.00022388405,0.99909025,0.042368203,130058.0,-8052.0,31.0,-11.0,16.0,-1839.0,78.18421100478024
2170,RLDataCoach,197.0,797.54,-4396.89,27.08,-0.004820251,0.0002832268,0.99938774,0.034653645,131116.0,-12321.0,30799.0,-50.0,5.0,5574.0,81.14828848028772
2173,RLDataCoach,197.0,929.16,-4409.14,60.9,-0.024279365,0.0007741533,0.99964744,0.010716763,131874.0,-12217.0,34428.0,-343.0,-9337.0,3039.0,82.104237976124
2174,RLDataCoach,197.0,1028.27,-4418.32,84.7,-0.07417605,0.0014754769,0.9972429,0.001497056,132369.0,-12220.0,29596.0,-370.0,-13887.0,2250.0,81.71199030570727
2175,RLDataCoach,197.0,1138.83,-4428.52,106.92,-0.1246877,0.002166011,0.99216837,-0.0070807124,132910.0,-12213.0,24284.0,-317.0,-10892.0,1908.0,81.3966690043272
2176,RLDataCoach,197.0,1238.71,-4437.7,123.16,-0.16055787,0.0027108851,0.986928,-0.013673154,133386.0,-12199.0,19546.0,-285.0,-8752.0,1641.0,81.21679146999098
2177,RLDataCoach,197.0,1361.26,-4448.9,138.2,-0.19717248,0.0032557596,0.98014885,-0.020508403,133954.0,-12174.0,13797.0,-165.0,-9175.0,1396.0,81.12709495821971
2178,RLDataCoach,196.0,1473.12,-4459.0,147.32,-0.2567744,0.0029644407,0.9661228,-0.025784515,134451.0,-12144.0,8615.0,351.0,-19143.0,1372.0,81.16375971035346
2179,RLDataCoach,196.0,1619.12,-4472.13,152.78,-0.34726706,0.0019610086,0.93723947,-0.03136817,135034.0,-12098.0,1982.0,254.0,-15119.0,1096.0,81.35360834185536
2180,RLDataCoach,196.0,1731.84,-4482.22,152.12,-0.39853403,0.0014916612,0.9164927,-0.034777682,135431.0,-12058.0,-3049.0,154.0,-11860.0,901.0,81.60054601140853
2181,RLDataCoach,196.0,1822.24,-4490.22,148.58,-0.4308274,0.0012704746,0.9016715,-0.037075866,135719.0,-12026.0,-7045.0,91.0,-9765.0,769.0,81.85966844741066
2182,RLDataCoach,196.0,1969.52,-4503.22,137.18,-0.4707814,0.0011194203,0.8813353,-0.040145546,136140.0,-11974.0,-13502.0,17.0,-7120.0,592.0,82.39854914256681
2183,RLDataCoach,196.0,2060.37,-4511.22,126.7,-0.48945287,0.0011248151,0.87103146,-0.04169925,136376.0,-11942.0,-17458.0,-11.0,-5862.0,503.0,82.8039270894805
2184,RLDataCoach,196.0,2162.76,-4520.14,111.76,-0.5063441,0.0011733682,0.861248,-0.043199003,136623.0,-11898.0,-21899.0,-31.0,-4709.0,417.0,83.32652749418997
2185,RLDataCoach,196.0,2276.73,-4530.04,91.25,-0.51808316,0.0014377133,0.8541654,-0.04460165,136879.0,-11848.0,-26823.0,-296.0,-351.0,177.0,83.99080465527165
2186,RLDataCoach,196.0,2379.48,-4538.91,69.29,-0.5024544,0.0029158876,0.86339515,-0.045605082,137109.0,-11803.0,-31254.0,-952.0,8955.0,-308.0,84.67231208700987
2187,RLDataCoach,196.0,2499.6,-4546.68,48.92,-0.2933513,-0.044941522,0.9542137,-0.037437316,183119.0,-2567.0,-25055.0,154.0,54749.0,-5245.0,110.90576109021568
2190,RLDataCoach,196.0,2636.74,-4546.22,27.47,-0.04629022,-0.04489836,0.99778825,-0.016122391,182812.0,1422.0,-31767.0,-859.0,54961.0,-524.0,111.33418620585502
2192,RLDataCoach,196.0,2804.22,-4542.15,15.65,0.0011194203,0.001971798,0.99956995,-0.029237226,182632.0,6461.0,362.0,-1602.0,-3910.0,5337.0,109.64796521614069
2194,RLDataCoach,195.0,2971.42,-4532.96,16.66,-0.0036010267,0.0008766544,0.998823,-0.048361823,182142.0,13237.0,724.0,378.0,-401.0,3111.0,109.57427701445262
2197,RLDataCoach,195.0,3122.97,-4519.52,16.96,-0.0044803787,-1.34869915e-05,0.9982165,-0.059529092,181629.0,18246.0,162.0,109.0,-98.0,2505.0,109.52594717399161
2199,RLDataCoach,195.0,3273.06,-4500.44,23.46,-0.059302513,0.07560563,0.99315727,-0.06637513,178065.0,27548.0,17081.0,-33317.0,-26564.0,821.0,108.59469117963363
2201,RLDataCoach,195.0,3399.88,-4474.67,50.18,-0.17046271,0.1985967,0.9622198,-0.075066194,157213.0,39989.0,49444.0,-30821.0,-29403.0,3079.0,101.75221071485375
2202,RLDataCoach,195.0,3513.03,-4438.7,94.56,-0.25294948,0.31122428,0.9126044,-0.07943058,119762.0,43947.0,53014.0,-21305.0,-14955.0,-1379.0,82.88856057164944
2203,RLDataCoach,195.0,3587.76,-4403.92,134.05,-0.30890453,0.38450205,0.8659638,-0.082721405,85463.0,46343.0,49368.0,-16948.0,-14482.0,1843.0,65.4214573295337
2205,RLDataCoach,195.0,3650.21,-4365.63,171.97,-0.3521494,0.44866803,0.8171784,-0.08310988,55145.0,36297.0,33684.0,-8672.0,-5429.0,-1507.0,44.46908850426327
2206,RLDataCoach,195.0,3683.27,-4339.93,193.22,-0.3731838,0.48368043,0.7871572,-0.08467976,29450.0,24004.0,18071.0,-7706.0,-5319.0,-477.0,25.24321692098691
2208,RLDataCoach,195.0,3697.21,-4328.14,200.61,-0.37858936,0.49973541,0.77447313,-0.08441541,9813.0,9095.0,3403.0,-2477.0,-657.0,-590.0,8.283355906877356
2210,RLDataCoach,195.0,3695.73,-4327.62,196.37,-0.37082085,0.49807382,0.7788914,-0.08799217,-9652.0,-5194.0,-10368.0,2375.0,4461.0,98.0,9.052529980066344
2213,RLDataCoach,195.0,3678.03,-4339.4,181.98,-0.34880462,0.4799958,0.79903287,-0.09739534,-27082.0,-19161.0,-19799.0,4807.0,8852.0,547.0,23.180346342537682
2215,RLDataCoach,195.0,3633.92,-4343.73,169.47,-0.31629544,0.4549854,0.8246522,-0.113552794,-61328.0,-4146.0,-16381.0,9373.0,14611.0,1522.0,38.16797115331125
2442,RLDataCoach,183.0,-811.43,-3759.69,97.9,0.5481701,0.65395,0.2967176,-0.4287396,87247.0,-210629.0,-1421.0,53228.0,13753.0,-1596.0,136.79293914804228
2444,RLDataCoach,183.0,-746.0,-3917.59,96.82,-0.4418382,-0.5200145,-0.42212555,0.59680307,87257.0,-210505.0,-1391.0,53228.0,13753.0,-1595.0,136.72639329624693
2445,RLDataCoach,183.0,-687.82,-4057.95,94.74,-0.35539705,-0.4119024,-0.4876348,0.6828189,87316.0,-210590.0,-4805.0,44867.0,11669.0,-1632.0,136.8148939010662
2446,RLDataCoach,183.0,-607.71,-4251.13,87.62,-0.2540878,-0.2842664,-0.540736,0.74982435,87446.0,-210902.0,-10261.0,34285.0,9095.0,-1503.0,137.1255923260133
2447,RLDataCoach,183.0,-534.77,-4427.06,76.74,-0.1781018,-0.18780707,-0.5675105,0.7816266,87592.0,-211312.0,-15336.0,26845.0,7272.0,-1291.0,137.55621604798526
2448,RLDataCoach,183.0,-461.71,-4603.36,61.59,-0.116822086,-0.109490514,-0.5819686,0.79729354,87689.0,-211636.0,-20506.0,21021.0,5812.0,-1061.0,137.99954772056319
2450,RLDataCoach,183.0,-395.99,-4761.99,44.27,-0.07255761,-0.05260757,-0.58865273,0.80340266,87475.0,-211222.0,-25160.0,16871.0,4741.0,-869.0,137.99952327178522
2451,RLDataCoach,183.0,-331.79,-4920.73,23.95,-0.02976052,-0.004712355,-0.5878975,0.8083741,80355.0,-213107.0,-25805.0,18880.0,1452.0,2867.0,137.52625312877538
2453,RLDataCoach,183.0,-274.15,-5100.86,15.79,0.0036927382,0.0042699813,-0.6146234,0.7888005,61018.0,-218209.0,926.0,-40.0,-863.0,-13848.0,135.94896002971115
2454,RLDataCoach,183.0,-235.4,-5265.93,16.61,0.003671159,0.0035201048,-0.64999187,0.7599242,44884.0,-221309.0,794.0,-109.0,63.0,-7194.0,135.48961530050926
2455,RLDataCoach,183.0,-204.2,-5451.11,19.82,-0.013484336,-0.010409302,-0.66152596,0.74972874,32672.0,-222602.0,8912.0,-663.0,549.0,-1929.0,135.09800939880645
2456,RLDataCoach,183.0,-181.95,-5618.23,27.05,-0.0124539295,-0.009788901,-0.6645039,0.7471169,27914.0,-222961.0,9520.0,274.0,-141.0,-599.0,134.94189325083593
2593,RLDataCoach,175.0,-2366.74,-4141.92,143.13,-0.02547701,0.26164055,0.034686014,0.9642054,198359.0,15701.0,6559.0,-1243.0,8984.0,-850.0,119.4525031746091
2594,RLDataCoach,175.0,-2232.24,-4131.32,144.5,-0.027262688,0.2829177,0.03205327,0.9582207,204346.0,16050.0,-1487.0,-655.0,3381.0,-514.0,122.98844050804124
2596,RLDataCoach,175.0,-2076.22,-4119.14,139.56,-0.02766734,0.27656803,0.03138431,0.9600831,210995.0,16403.0,-10674.0,335.0,-5898.0,182.0,127.14038609191022
2598,RLDataCoach,175.0,-1900.18,-4105.44,128.06,-0.02634018,0.22977331,0.032894857,0.9723314,211472.0,16423.0,-16366.0,1249.0,-16227.0,728.0,127.64352063790781
2599,RLDataCoach,175.0,-1741.38,-4093.11,113.66,-0.023540279,0.15080403,0.03593221,0.98762995,211928.0,16449.0,-21431.0,2075.0,-25523.0,1282.0,128.18580434884356
2600,RLDataCoach,175.0,-1564.52,-4079.41,93.26,-0.01846917,0.020929197,0.040798318,0.9987774,212466.0,16485.0,-26950.0,2958.0,-35853.0,1877.0,128.88114368347294
2602,RLDataCoach,175.0,-1369.46,-4064.26,65.59,-0.011428919,-0.14691435,0.046241667,0.98800164,213064.0,16535.0,-32835.0,2721.0,-33003.0,1765.0,129.7274533649682
2604,RLDataCoach,175.0,-1151.42,-4050.06,32.67,0.0063469782,-0.19314791,0.044774283,0.980127,227459.0,10372.0,-26714.0,7089.0,54540.0,-185.0,137.5542534055563
2606,RLDataCoach,175.0,-981.01,-4040.14,16.63,0.019958135,0.024074364,0.03841382,0.99877244,227038.0,15386.0,-10081.0,-9346.0,12037.0,-894.0,136.66915979971483
2608,RLDataCoach,175.0,-791.89,-4026.38,16.24,-2.967138e-05,0.008030155,0.034756146,0.99936354,226947.0,16564.0,1075.0,-1087.0,-1499.0,-253.0,136.53192487766367
2609,RLDataCoach,175.0,-564.9,-4010.38,16.89,-0.0004936239,0.0053543355,0.03409798,0.9994041,227002.0,15688.0,296.0,101.0,-195.0,-63.0,136.52618513325567
