,PlayerName,SecondsRemaining,CarPositionX,CarPositionY,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed
2610,RLDataCoach,175.0,-375.7,-3997.43,17.01,-0.00025085805,0.0049335416,0.03396311,0.9994109,227011.0,15492.0,53.0,33.0,-47.0,-16.0,136.5234032605399
2654,RLDataCoach,172.0,4076.18,-3047.72,184.37,-0.33751866,-0.49080157,0.46605554,0.65420735,7898.0,85802.0,64397.0,-12565.0,-20364.0,15276.0,64.54208455046985
2655,RLDataCoach,172.0,4079.76,-2958.86,243.88,-0.4207337,-0.53535736,0.45885348,0.57081443,2325.0,93872.0,53759.0,-10084.0,-22606.0,1173.0,64.92041059944091
2656,RLDataCoach,172.0,4079.65,-2883.56,279.08,-0.46171814,-0.53461826,0.45670637,0.5407578,-14.0,105585.0,40808.0,-8509.0,-5915.0,-307.0,67.91799984245706
2657,RLDataCoach,172.0,4079.37,-2789.91,305.78,0.47910026,0.52478653,-0.47065732,-0.52301407,-574.0,117752.0,25079.0,-5779.0,1311.0,-315.0,72.23665911128504
2658,RLDataCoach,172.0,4079.07,-2675.87,321.63,-0.48727876,-0.5133465,0.48178685,0.51663935,-163.0,129735.0,11716.0,-2705.0,479.0,-120.0,78.15782828354432
2659,RLDataCoach,172.0,4079.01,-2563.19,328.16,-0.49033222,-0.5095162,0.4854931,0.51406616,-34.0,139582.0,5506.0,-829.0,108.0,-34.0,83.81433463173228
2662,RLDataCoach,172.0,4079.01,-2455.33,331.44,-0.4907584,-0.5089282,0.48603255,0.5137321,-29.0,147036.0,3948.0,459.0,21.0,-10.0,88.25339779725196
2664,RLDataCoach,172.0,4055.44,-2329.19,336.5,-0.4732037,-0.5215628,0.47370535,0.52882296,-34373.0,154913.0,6294.0,10010.0,5990.0,2488.0,95.28324012248953
2666,RLDataCoach,172.0,4019.37,-2182.38,340.04,-0.38794398,-0.4999242,0.50947845,0.58310115,-40498.0,164499.0,1881.0,8113.0,32291.0,7259.0,101.6527273601648
2667,RLDataCoach,172.0,3982.19,-2026.85,339.79,-0.2631187,-0.4159701,0.5686326,0.65908605,-40600.0,173961.0,-1960.0,5708.0,34471.0,4297.0,107.18799934488933
2669,RLDataCoach,172.0,3945.07,-1862.72,336.3,-0.16889283,-0.34705126,0.59572,0.70437795,-40341.0,183300.0,-5313.0,4642.0,22245.0,1807.0,112.65711309100726
2671,RLDataCoach,172.0,3904.77,-1678.29,327.81,-0.10082643,-0.2972841,0.6038985,0.7326409,-40249.0,184719.0,-11370.0,3539.0,13895.0,120.0,113.63684451057235
2710,RLDataCoach,169.0,3656.43,2468.16,19.47,-0.0036819486,0.0029104927,0.86318195,0.50487125,-95452.0,190217.0,29675.0,74.0,-295.0,13538.0,128.92909263032917
2712,RLDataCoach,169.0,3589.62,2593.18,40.53,-0.0045613004,0.0019879825,0.8775723,0.47941855,-101814.0,186727.0,33440.0,82.0,-314.0,7457.0,129.17610777926387
2714,RLDataCoach,169.0,3513.13,2733.41,64.49,-0.005348941,0.001232711,0.88964766,0.45661464,-102097.0,187147.0,29769.0,36.0,-211.0,6446.0,129.151990059929
2715,RLDataCoach,169.0,3427.71,2889.72,108.68,-0.0059639895,0.0007202053,0.90060693,0.434593,-102678.0,187791.0,53504.0,2.0,-135.0,5484.0,132.3689063834857
2718,RLDataCoach,169.0,3350.57,3030.72,146.77,0.002797202,-0.0038653717,0.90822655,0.4184517,-102992.0,188173.0,48620.0,4977.0,4062.0,3601.0,131.97318053862307
2721,RLDataCoach,169.0,3247.2,3219.33,191.92,0.06258259,-0.031540804,0.9067852,0.41572732,-104498.0,189910.0,42347.0,14174.0,12516.0,-2120.0,132.5156861080227
2723,RLDataCoach,169.0,3166.71,3364.24,222.27,0.14255531,-0.07232563,0.8941065,0.41835457,-109509.0,195811.0,39158.0,25319.0,13766.0,-2858.0,136.64664794922703
2724,RLDataCoach,169.0,3073.71,3529.13,253.72,0.20148832,-0.19238186,0.86126095,0.42499557,-112126.0,197472.0,36502.0,35209.0,-7119.0,-13104.0,137.99977390938
2726,RLDataCoach,169.0,2988.84,3677.51,280.55,0.19609891,-0.34487176,0.8057882,0.4396749,-113379.0,197005.0,35130.0,35787.0,-18752.0,-20807.0,137.99984943383092
2727,RLDataCoach,169.0,2893.39,3841.79,309.56,0.16122139,-0.47934303,0.74553114,0.43407512,-114991.0,196195.0,34411.0,21115.0,-19142.0,-10658.0,137.99938046860933
2729,RLDataCoach,169.0,2776.72,4037.8,343.64,0.09932124,-0.5755272,0.7082957,0.39651096,-117670.0,194755.0,33524.0,9537.0,-18928.0,-4427.0,137.9994750003057
2730,RLDataCoach,169.0,2687.18,4183.71,368.38,0.059324134,-0.62002903,0.69195944,0.36501607,-120206.0,193401.0,32345.0,6058.0,-15047.0,-2242.0,137.999515123496
2756,RLDataCoach,167.0,1194.06,4845.97,253.53,0.13559602,-0.0009629712,0.9869004,-0.087409526,-167954.0,-58759.0,-55196.0,-21860.0,5647.0,3182.0,111.78012014969387
2759,RLDataCoach,167.0,1035.53,4791.32,201.37,0.16797575,0.07742915,0.9789301,-0.08651399,-177067.0,-60304.0,-58224.0,-14726.0,7996.0,1813.0,117.54385764113749
2761,RLDataCoach,167.0,856.67,4730.73,140.33,0.24101616,0.13243467,0.9567827,-0.094546884,-179198.0,-60621.0,-63877.0,-9975.0,15777.0,2606.0,119.8004841001905
2762,RLDataCoach,167.0,737.06,4690.3,96.21,0.28778383,0.15653871,0.9394277,-0.100756295,-179570.0,-60666.0,-67974.0,-7453.0,13127.0,1830.0,120.81654161380385
2765,RLDataCoach,167.0,602.23,4644.71,43.74,0.32740876,0.17154172,0.9231673,-0.10554152,-179783.0,-61338.0,-67581.0,3640.0,7294.0,-2682.0,120.97325655631495
2767,RLDataCoach,167.0,428.95,4595.95,23.51,0.10326492,0.036104843,0.98843056,-0.10506139,-221149.0,-54812.0,-13154.0,10136.0,-53728.0,5956.0,136.9318617924988
2770,RLDataCoach,167.0,225.85,4547.41,16.75,-0.015291593,0.007382779,0.9930899,-0.11612076,-221526.0,-53021.0,-1212.0,6841.0,4738.0,773.0,136.67160298306302
2771,RLDataCoach,167.0,41.34,4502.8,16.73,-0.0057859616,-0.002133642,0.9928179,-0.119476326,-221339.0,-53772.0,357.0,90.0,672.0,442.0,136.66639311637664
2772,RLDataCoach,167.0,-124.62,4462.3,16.94,-0.00496591,-0.0013298173,0.9927267,-0.12028015,-221239.0,-54161.0,177.0,-243.0,49.0,107.0,136.66327426766856
2773,RLDataCoach,167.0,-345.8,4407.97,17.01,-0.0048040664,-0.0007202053,0.992698,-0.12052831,-221166.0,-54429.0,31.0,-54.0,6.0,22.0,136.65902809869533
2774,RLDataCoach,167.0,-493.24,4371.65,17.01,-0.004782487,-0.000623099,0.9926923,-0.120576866,-221146.0,-54492.0,27.0,-16.0,2.0,8.0,136.65641426307073
2775,RLDataCoach,167.0,-659.11,4330.79,17.01,-0.004782487,-0.0005907302,0.99269164,-0.12058226,-221135.0,-54518.0,27.0,-3.0,3.0,1.0,136.65373928319704
2862,RLDataCoach,162.0,-1228.38,-4055.69,16.8,0.0042645866,0.0030453627,-0.51607084,0.8565299,81167.0,-206787.0,578.0,-299.0,617.0,24007.0,133.28818613485592
2863,RLDataCoach,162.0,-1124.42,-4246.89,17.03,0.0023008806,0.0042645866,-0.40643203,0.91366816,123382.0,-175570.0,53.0,-100.0,110.0,24361.0,128.75271037100538
2864,RLDataCoach,162.0,-1032.57,-4353.92,17.03,0.0017020582,0.0045073526,-0.33485898,0.9422559,148065.0,-148635.0,9.0,-41.0,28.0,22222.0,125.87938159666973
2865,RLDataCoach,162.0,-912.68,-4452.69,17.03,0.0012488954,0.0046368274,-0.25798285,0.9661376,168183.0,-118183.0,5.0,-8.0,2.0,21028.0,123.33283212948609
2866,RLDataCoach,162.0,-718.92,-4555.18,17.03,0.00071481057,0.0047393288,-0.14863528,0.98888046,186213.0,-74386.0,5.0,0.0,0.0,20402.0,120.31243086398013
2867,RLDataCoach,162.0,-544.23,-4604.82,17.03,0.00027243723,0.0047932765,-0.056189712,0.9984086,193111.0,-37344.0,5.0,0.0,0.0,20213.0,118.01320165778064
2868,RLDataCoach,162.0,-431.2,-4618.81,17.03,-8.092195e-06,0.0047932765,0.0026191736,0.9999851,193845.0,-14025.0,5.0,0.0,0.0,20147.0,116.61102213341583
2870,RLDataCoach,162.0,-270.95,-4615.53,17.03,-0.00040191234,0.004782487,0.0862982,0.9962578,190212.0,18410.0,5.0,0.0,0.0,20079.0,114.66050717156278
2872,RLDataCoach,162.0,-130.96,-4590.69,17.03,-0.0007849429,0.004733934,0.15236853,0.9883121,183838.0,43185.0,0.0,-38.0,-10.0,12342.0,113.30528499959743
2873,RLDataCoach,162.0,49.0,-4536.15,17.03,-0.0009629712,0.00470696,0.18077222,0.98351324,177396.0,61657.0,0.0,12.0,2.0,2561.0,112.68333296188925
2874,RLDataCoach,162.0,194.97,-4480.35,17.03,-0.0009306024,0.00470696,0.20529704,0.97868794,172663.0,72352.0,0.0,41.0,16.0,12233.0,112.32558235005949
2875,RLDataCoach,162.0,348.49,-4405.28,17.03,-0.0012488954,0.004626038,0.27666515,0.9609544,162012.0,90980.0,3.0,-10.0,-4.0,17921.0,111.48582635958707
2901,RLDataCoach,160.0,1299.96,-2831.51,72.6,-0.0033582607,0.0043239295,0.61022127,0.7922121,81595.0,154309.0,29258.0,-5567.0,1545.0,11699.0,106.19329143218039
2904,RLDataCoach,160.0,1454.15,-2665.53,98.3,0.11349345,0.2962213,0.5876817,0.74431336,154248.0,166259.0,22648.0,-2586.0,54211.0,-8911.0,136.75187638946676
2907,RLDataCoach,160.0,1569.88,-2540.64,110.58,0.28628945,0.45954943,0.49887225,0.67674154,154298.0,166727.0,4135.0,4387.0,52943.0,-14238.0,136.32399231565952
2909,RLDataCoach,160.0,1698.48,-2401.46,110.12,0.46514922,0.592224,0.3559743,0.5533437,154328.0,167247.0,-1521.0,4115.0,52305.0,-16499.0,136.5458218044038
2911,RLDataCoach,160.0,1839.94,-2247.86,108.69,0.6062075,0.69823956,0.17451964,0.33840337,154339.0,167822.0,-1592.0,12767.0,53496.0,-316.0,136.80432239092445
2912,RLDataCoach,160.0,1994.26,-2079.69,107.13,0.6465931,0.76201457,0.034847856,-0.006066491,154262.0,168468.0,-1551.0,18203.0,51759.0,3814.0,137.0584890360316
2913,RLDataCoach,160.0,2122.76,-1939.06,105.83,0.60715693,0.7323103,-0.07810346,-0.29829833,154179.0,169001.0,-1504.0,18314.0,51721.0,3801.0,137.2607557201985
2915,RLDataCoach,160.0,2251.26,-1798.0,104.62,0.50666773,0.6289159,-0.18305965,-0.56057274,154180.0,169496.0,-1470.0,18315.0,51721.0,3800.0,137.48057984224536
2917,RLDataCoach,160.0,2392.66,-1642.38,102.4,-0.36092672,-0.4790247,0.2706876,0.752991,154343.0,169978.0,-4530.0,18721.0,50791.0,9732.0,137.78435721038872
2918,RLDataCoach,160.0,2521.36,-1500.55,96.28,-0.24819124,-0.36688802,0.31957543,0.83765495,154414.0,170184.0,-9656.0,11917.0,35387.0,4613.0,137.9993681568144
2919,RLDataCoach,160.0,2650.0,-1358.76,85.88,-0.17097522,-0.2770967,0.3435285,0.88089335,154207.0,170003.0,-14795.0,7063.0,24903.0,1928.0,137.9996228903543
2920,RLDataCoach,160.0,2791.27,-1203.01,69.47,-0.116498396,-0.20241623,0.35569915,0.90494967,153915.0,169678.0,-20468.0,3587.0,17081.0,528.0,137.99920425814057
2961,RLDataCoach,157.0,3206.74,3093.23,30.25,0.18063734,-0.14115809,0.7482904,0.6224998,-40045.0,225254.0,-14143.0,-54110.0,-9850.0,-148.0,137.53354774890377
2964,RLDataCoach,157.0,3169.09,3299.53,18.1,-0.013516705,0.028573625,0.7704509,0.63671523,-42615.0,224733.0,-6613.0,-9644.0,-6120.0,3931.0,137.29999585535316
2966,RLDataCoach,157.0,3127.77,3485.31,16.7,-0.006061096,0.006514217,0.80018663,0.59968513,-56976.0,220825.0,-396.0,3149.0,-723.0,15536.0,136.83434044902614
2967,RLDataCoach,157.0,3055.15,3700.11,16.88,-0.0044857734,0.002290091,0.8497762,0.5271195,-87297.0,208172.0,251.0,55.0,111.0,18643.0,135.44116023513678
2968,RLDataCoach,157.0,2978.96,3849.97,17.0,-0.004361693,0.0021282472,0.8853437,0.46491185,-112982.0,192383.0,77.0,-10.0,54.0,19402.0,133.86342479975625
2971,RLDataCoach,157.0,2883.92,3986.01,17.01,-0.0044264304,0.0018800866,0.9171245,0.3985718,-137407.0,171977.0,29.0,-5.0,14.0,19762.0,132.07739506380338
2972,RLDataCoach,157.0,2730.91,4140.63,17.01,-0.0045559057,0.0014538977,0.95217824,0.3055058,-165225.0,139058.0,29.0,-2.0,0.0,19982.0,129.57281496826405
2974,RLDataCoach,157.0,2569.35,4251.16,17.01,-0.004674591,0.0010384984,0.9761842,0.21689054,-184439.0,104692.0,29.0,-1.0,-1.0,20074.0,127.24833104351505
2976,RLDataCoach,157.0,2407.62,4324.04,17.01,-0.0047447234,0.0006608626,0.9908997,0.13451706,-202299.0,73359.0,6.0,0.0,-1.0,20084.0,129.11357091522174
2977,RLDataCoach,157.0,2232.21,4369.88,17.01,-0.004787882,0.00025085805,0.9986706,0.051323567,-216368.0,39558.0,6.0,0.0,0.0,20033.0,131.9726519269807
2978,RLDataCoach,157.0,2028.93,4386.32,17.01,-0.004787882,-0.00018612048,0.9991771,-0.040275022,-225145.0,-461.0,6.0,1.0,-1.0,19955.0,135.08728322651245
3056,RLDataCoach,153.0,-2134.56,1513.26,104.08,0.27048802,0.33756718,-0.46446946,0.7727566,15675.0,-121231.0,-16449.0,-30761.0,6059.0,26920.0,74.0051553023166
3057,RLDataCoach,153.0,-2121.41,1412.08,87.69,0.1476265,0.31957003,-0.4271589,0.8328365,15883.0,-121548.0,-22262.0,-22120.0,1394.0,19095.0,74.75186786509083
3058,RLDataCoach,153.0,-2108.05,1310.63,66.5,0.061282445,0.29493192,-0.3949357,0.8679202,16140.0,-121896.0,-28015.0,-15932.0,-780.0,13539.0,75.66657697266344
3059,RLDataCoach,153.0,-2095.29,1219.65,43.68,0.012702133,0.25768617,-0.3630685,0.8953311,19393.0,-118999.0,-31373.0,-10103.0,-21293.0,19128.0,74.75026159445865
3060,RLDataCoach,153.0,-2067.18,1111.46,18.73,0.006794746,0.03560313,-0.2131627,0.9763441,39083.0,-92677.0,-15629.0,-10923.0,-30100.0,35593.0,61.07272901418438
3062,RLDataCoach,153.0,-2017.79,1052.56,26.14,-0.00019691007,0.0039840573,-0.088736646,0.99604714,63553.0,-43346.0,31621.0,-51.0,-220.0,19079.0,49.90379724790489
3063,RLDataCoach,153.0,-1957.12,1017.59,56.63,0.0001429621,0.018452985,-0.018021403,0.9996673,66550.0,-37952.0,32124.0,675.0,8038.0,13667.0,49.84410641991688
3066,RLDataCoach,153.0,-1869.84,973.87,85.2,0.026874263,0.17463833,0.03537115,0.98363006,116130.0,-51811.0,25541.0,11224.0,53741.0,3291.0,77.82187191734724
3069,RLDataCoach,153.0,-1782.56,935.03,102.23,0.1432836,0.34056666,0.03673064,0.9285123,116559.0,-51751.0,20423.0,37314.0,38963.0,-10697.0,77.49358391479903
3070,RLDataCoach,153.0,-1685.25,891.96,110.56,0.33844113,0.43783528,0.0067138243,0.8328942,116938.0,-51620.0,-170.0,42299.0,26397.0,-23214.0,76.6948087672171
3072,RLDataCoach,153.0,-1568.1,840.47,109.12,0.5689509,0.4687907,-0.059653174,0.67303175,117319.0,-51363.0,-1651.0,40127.0,21783.0,-30663.0,76.84833946911279
3074,RLDataCoach,152.0,-1480.0,802.05,107.86,0.7136172,0.4518078,-0.11910948,0.52195126,117591.0,-51115.0,-1650.0,38445.0,21570.0,-32888.0,76.93841200700726
3077,RLDataCoach,152.0,-1381.87,759.6,106.46,0.8328038,0.4105645,-0.18641521,0.32112923,117907.0,-50813.0,-1641.0,44334.0,19984.0,-25691.0,77.04036097812626
3079,RLDataCoach,152.0,-1283.46,717.42,105.1,0.90499735,0.4120211,-0.08184206,0.06723291,118246.0,-50450.0,-1600.0,53586.0,-12024.0,-2979.0,77.14114625645642
3082,RLDataCoach,152.0,-1155.2,662.92,103.41,0.8746384,0.38834864,0.17360254,-0.23249774,118388.0,-50282.0,-1547.0,52613.0,-15827.0,-2522.0,77.1796661026724
3084,RLDataCoach,152.0,-1066.37,625.21,100.64,0.7956913,0.36184382,0.2776416,-0.3985718,118388.0,-50282.0,-5875.0,53927.0,-3415.0,10253.0,77.2545463353452
3086,RLDataCoach,152.0,-967.67,583.31,93.26,0.6624683,0.34968936,0.31521645,-0.5826591,118388.0,-50282.0,-11285.0,49547.0,2422.0,23752.0,77.4705476002332
3088,RLDataCoach,152.0,-859.1,537.22,79.92,-0.47324145,-0.353169,-0.29289272,0.752016,118388.0,-50282.0,-17236.0,44025.0,1316.0,32939.0,77.86390688271428
3090,RLDataCoach,152.0,-760.4,495.32,63.07,-0.27431297,-0.3609483,-0.23693766,0.8592609,118388.0,-50282.0,-22646.0,42491.0,414.0,34918.0,78.36110118062405
3092,RLDataCoach,152.0,-671.58,457.61,44.06,-0.08473371,-0.34154856,-0.17936957,0.91869,118303.0,-50329.0,-27510.0,41114.0,3092.0,31766.0,78.88438967248209
3093,RLDataCoach,152.0,-573.44,416.32,29.09,0.0024681194,-0.2213952,-0.12421296,0.96723795,117620.0,-47775.0,-10246.0,6137.0,49587.0,11114.0,76.41912322684682
3095,RLDataCoach,152.0,-446.2,370.06,17.03,0.009055166,0.0047986717,-0.103156984,0.99461234,117055.0,-37069.0,-6288.0,-264.0,15630.0,2380.0,73.76712128584116
3096,RLDataCoach,152.0,-368.59,348.2,16.46,0.0017667959,0.0071615926,-0.09644046,0.99531144,115844.0,-29804.0,549.0,-1332.0,-882.0,1783.0,71.77066514307917
3244,RLDataCoach,142.0,-82.36,-3226.29,95.04,0.10045423,-0.045070995,0.93014014,0.35030976,-108399.0,84058.0,-20854.0,14930.0,17056.0,17.0,83.24874027371224
3245,RLDataCoach,142.0,-172.88,-3156.08,75.25,0.17712533,-0.07379302,0.91824114,0.3464309,-108794.0,84403.0,-26103.0,11706.0,13382.0,-6.0,84.08859782063202
3247,RLDataCoach,142.0,-254.62,-3092.65,53.73,0.2307228,-0.09382394,0.9059758,0.3423038,-109130.0,84696.0,-30762.0,8904.0,10196.0,-24.0,84.91445804808508
3250,RLDataCoach,142.0,-365.58,-3003.23,27.87,0.19707537,-0.07069636,0.9198567,0.33170304,-139007.0,126887.0,-11447.0,-38727.0,-38491.0,6600.0,113.1350724829396
3253,RLDataCoach,142.0,-519.25,-2869.52,17.8,-0.018113114,0.0319184,0.93944323,0.34073392,-143418.0,121529.0,-2422.0,7618.0,-3334.0,-1941.0,112.79981912059966
3255,RLDataCoach,142.0,-615.25,-2788.97,16.86,-0.008925733,0.0072856727,0.9387474,0.34441325,-144042.0,120781.0,-755.0,5073.0,650.0,-590.0,112.78837878966077
3257,RLDataCoach,142.0,-746.74,-2677.94,16.85,-0.005052227,0.000914418,0.93831813,0.34573498,-142298.0,120799.0,244.0,64.0,174.0,-147.0,111.99475142505563
3258,RLDataCoach,142.0,-840.49,-2598.12,16.97,-0.004712355,0.0013136329,0.93822,0.34600472,-139381.0,118818.0,119.0,-85.0,100.0,-54.0,109.89142823969483
3259,RLDataCoach,142.0,-955.07,-2500.35,17.01,-0.00457209,0.001577978,0.9381825,0.3461072,-135959.0,116080.0,29.0,-26.0,27.0,-13.0,107.26318143668868
3261,RLDataCoach,142.0,-1055.62,-2414.47,17.01,-0.004545116,0.0016427155,0.93817455,0.3461288,-131056.0,111932.0,27.0,-18.0,-4.0,-2.0,103.40987117311383
3262,RLDataCoach,142.0,-1145.6,-2337.62,17.01,-0.0046152486,0.0016912688,0.9381741,0.3461288,-111089.0,94884.0,27.0,-14.0,-10.0,0.0,87.65698168520292
3264,RLDataCoach,142.0,-1228.0,-2267.23,17.01,-0.004647617,0.001707453,0.93817395,0.3461288,-88909.0,75939.0,27.0,-5.0,-3.0,0.0,70.15522349162605
3299,RLDataCoach,139.0,177.16,-2828.43,102.32,0.38438338,-0.14010611,-0.40386948,0.81823534,165355.0,-81444.0,-16303.0,-37766.0,39982.0,358.0,111.0262492800689
3300,RLDataCoach,139.0,316.22,-2897.85,86.09,0.20707732,-0.07334525,-0.4309245,0.87523913,167060.0,-83524.0,-21924.0,-27433.0,28751.0,201.0,112.83504341613025
3301,RLDataCoach,139.0,469.34,-2974.41,63.02,0.07309705,-0.025628066,-0.4403007,0.8945028,167060.0,-83524.0,-27875.0,-17919.0,18052.0,-29.0,113.30681536589049
3302,RLDataCoach,139.0,608.54,-3044.01,37.32,-0.0078737475,0.0012488954,-0.44170874,0.8971231,167060.0,-83524.0,-33285.0,-12217.0,11774.0,-44.0,113.83123307932668
3303,RLDataCoach,139.0,743.94,-3132.86,16.05,-0.010911018,0.008030155,-0.43187398,0.9018322,123387.0,-113697.0,-5740.0,9876.0,-11406.0,-247.0,100.7290950226398
3304,RLDataCoach,139.0,835.87,-3233.79,16.39,0.0017937699,0.0034985256,-0.43528894,0.90028226,103822.0,-123759.0,1094.0,344.0,27.0,-851.0,96.9264569473165
3305,RLDataCoach,139.0,919.29,-3336.8,16.9,0.002106668,0.0040595843,-0.4372958,0.8993061,97804.0,-122928.0,300.0,45.0,75.0,-320.0,94.25349869368243
3306,RLDataCoach,139.0,1006.95,-3447.97,17.01,0.002106668,0.0042699813,-0.43800253,0.8989611,94019.0,-119774.0,39.0,10.0,19.0,-84.0,91.36048700001548
3307,RLDataCoach,139.0,1083.98,-3546.27,17.01,0.002106668,0.0043185344,-0.43817514,0.8988768,91144.0,-116461.0,27.0,3.0,4.0,-22.0,88.73185355305048
3308,RLDataCoach,139.0,1151.3,-3632.34,17.01,0.002106668,0.0043185344,-0.4382129,0.89885837,88671.0,-113388.0,27.0,3.0,3.0,-5.0,86.36537955129937
3309,RLDataCoach,139.0,1223.95,-3725.25,17.01,0.002106668,0.0043185344,-0.4382129,0.89885837,85963.0,-109945.0,27.0,3.0,3.0,0.0,83.73717695432536
3310,RLDataCoach,139.0,1308.16,-3832.95,17.01,0.002106668,0.0043185344,-0.4382129,0.89885837,82723.0,-105805.0,27.0,3.0,3.0,0.0,80.58291167412604
3328,RLDataCoach,137.0,1493.56,-4041.49,17.01,0.0032611545,0.0035848422,-0.6559855,0.75475794,-12889.0,59537.0,27.0,0.0,-8.0,-4474.0,36.5497101334607
3329,RLDataCoach,137.0,1483.12,-3976.46,17.01,0.003250365,0.0035956318,-0.662087,0.7494113,-9426.0,69379.0,27.0,-1.0,12.0,-426.0,42.009838187738836
3332,RLDataCoach,137.0,1476.08,-3921.72,17.01,0.0032341806,0.0036010267,-0.66254556,0.749006,-9501.0,75791.0,27.0,-1.0,8.0,-51.0,45.83051764883307
3334,RLDataCoach,137.0,1467.58,-3855.69,27.08,0.003217996,0.0036333955,-0.66631114,0.74565804,-10755.0,81854.0,30801.0,10.0,26.0,-2535.0,52.86966634205289
3335,RLDataCoach,137.0,1459.57,-3793.36,51.56,-0.002845755,-0.0030237834,-0.6723642,0.74020886,-10681.0,83378.0,32403.0,-6178.0,-609.0,-1846.0,54.05307076790364
3338,RLDataCoach,137.0,1448.7,-3704.18,78.27,-0.07161888,-0.074677765,-0.67350787,0.73190236,-15016.0,133742.0,26405.0,-54936.0,-2431.0,-1025.0,82.28891580401336
3339,RLDataCoach,137.0,1436.2,-3592.51,97.69,-0.27888235,-0.27855867,-0.6233846,0.6752935,-15055.0,134221.0,20732.0,-54973.0,-1679.0,-313.0,81.9867577624582
3341,RLDataCoach,137.0,1424.87,-3491.73,107.5,-0.4450589,-0.44038162,-0.52911556,0.57273316,-15082.0,134462.0,1782.0,-54976.0,-1592.0,-286.0,81.19015832673315
3342,RLDataCoach,137.0,1409.75,-3357.21,106.43,0.614043,0.6044056,0.34484485,-0.37246087,-15087.0,134482.0,-1529.0,-54970.0,-1775.0,-242.0,81.2005599995468
3344,RLDataCoach,137.0,1400.93,-3278.74,105.52,0.6730498,0.6607923,0.22738881,-0.24218144,-15087.0,134482.0,-1545.0,-54904.0,-2923.0,-1377.0,81.20066902729312
3345,RLDataCoach,137.0,1385.93,-3140.71,104.67,0.7209968,0.6814814,0.12386773,-0.020087609,-14854.0,142470.0,-806.0,-41868.0,-30998.0,-12874.0,85.94671062187312
3346,RLDataCoach,137.0,1370.33,-2979.76,103.24,0.7089666,0.62787306,0.16873103,0.27326095,-13845.0,153819.0,-1682.0,-24959.0,-48417.0,-7602.0,92.66999108449292
3512,RLDataCoach,128.0,-4079.36,796.69,243.13,0.5436061,-0.4092913,0.5860504,-0.4399069,-2412.0,-171070.0,52132.0,3125.0,19736.0,1827.0,107.3119886335166
3514,RLDataCoach,128.0,-4079.53,665.95,279.86,0.54966444,-0.44066215,0.5608285,-0.4349221,-68.0,-175326.0,45854.0,8411.0,5863.0,977.0,108.73384053623785
3516,RLDataCoach,128.0,-4079.34,519.75,314.07,0.5348989,-0.46731794,0.534095,-0.458519,566.0,-175509.0,36996.0,13071.0,-1207.0,-85.0,107.62005409346345
3519,RLDataCoach,128.0,-4071.54,358.71,343.12,0.50271875,-0.49821946,0.50620043,-0.49275988,30612.0,-175906.0,27720.0,12068.0,-658.0,-92.0,108.41323240638107
3521,RLDataCoach,128.0,-4036.48,182.62,367.03,-0.45428944,0.49847305,-0.50350636,0.54002506,38287.0,-176392.0,20928.0,8825.0,-22723.0,-532.0,109.02515653792935
3523,RLDataCoach,128.0,-4010.96,64.86,379.34,-0.38060164,0.45378777,-0.5380386,0.5997779,38285.0,-176832.0,16545.0,7800.0,-38550.0,-2538.0,109.0103316692505
3525,RLDataCoach,128.0,-3982.25,-67.97,389.69,-0.2687455,0.37361535,-0.58630604,0.66665787,38290.0,-177321.0,11587.0,6873.0,-38439.0,-3153.0,109.06659935837368
3526,RLDataCoach,128.0,-3950.28,-216.99,396.59,-0.17072167,0.30176723,-0.6120393,0.71077317,38551.0,-181892.0,5185.0,5500.0,-25693.0,-1243.0,111.6028443024639
3528,RLDataCoach,128.0,-3921.11,-356.62,397.7,-0.10803931,0.256003,-0.61950034,0.7341725,39209.0,-189583.0,-1521.0,4387.0,-17941.0,-55.0,116.16063999462123
3530,RLDataCoach,128.0,-3888.0,-518.47,392.95,-0.059173036,0.22072625,-0.619441,0.75104684,40234.0,-198056.0,-9138.0,3345.0,-12090.0,775.0,121.3846963046001
3531,RLDataCoach,128.0,-3853.9,-687.41,381.79,-0.025746752,0.19698367,-0.61535174,0.76280844,41544.0,-206457.0,-16873.0,2515.0,-8194.0,1234.0,126.76211645850663
3532,RLDataCoach,128.0,-3822.18,-845.36,366.2,-0.004809461,0.18239065,-0.610286,0.7708836,42936.0,-213964.0,-23902.0,1934.0,-5804.0,1433.0,131.72070315087146
3534,RLDataCoach,128.0,-3789.34,-1008.95,345.33,0.009702542,0.17171974,-0.60483724,0.7775539,44502.0,-221423.0,-30977.0,349.0,-4455.0,1724.0,136.77913980691648
3536,RLDataCoach,127.0,-3751.79,-1195.18,316.27,0.0041351113,0.14180003,-0.59925896,0.78788596,44992.0,-222408.0,-37549.0,-9776.0,-5971.0,3346.0,137.99938164513637
3538,RLDataCoach,127.0,-3717.79,-1362.3,285.92,-0.026205309,0.0876469,-0.5939127,0.7993116,45315.0,-221483.0,-42325.0,-18884.0,-7866.0,4570.0,137.9994445280125
