PlayerName,SecondsRemaining,CarPositionX,CarPositionY,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,SpeedFlip
RLDataCoach,300.0,2245.2,4731.1,17.01,-0.004787882,0.0003155956,0.9978275,0.06570618,-190472.0,40251.0,28.0,1.0,0.0,20096.0,116.80711264661926,1
RLDataCoach,300.0,2101.67,4749.05,17.01,-0.004787882,-4.0460975e-05,0.9999431,-0.009535345,-191459.0,10931.0,28.0,1.0,-1.0,20062.0,115.06247451432634,1
RLDataCoach,300.0,1943.58,4743.57,17.01,-0.0047716973,-0.0004450707,0.99574447,-0.092032865,-187632.0,-20293.0,28.0,13.0,1.0,18478.0,113.23571283177405,1
RLDataCoach,300.0,1789.54,4716.3,17.01,-0.0047393288,-0.0007525741,0.9906867,-0.13607615,-182662.0,-41269.0,26.0,5.0,0.0,5450.0,112.35957200505882,1
RLDataCoach,300.0,1653.83,4680.89,17.01,-0.0047393288,-0.0007795481,0.9890838,-0.14727579,-179893.0,-50754.0,26.0,-10.0,0.0,1713.0,112.14939068385524,1
RLDataCoach,300.0,1505.7,4633.77,17.01,-0.004728539,-0.0008011273,0.98358953,-0.18035682,-175498.0,-62341.0,27.0,-21.0,-6.0,13879.0,111.74498487645877,1
RLDataCoach,300.0,1363.22,4573.89,17.01,-0.0046584066,-0.0011302099,0.96872133,-0.24810492,-166375.0,-80602.0,28.0,7.0,3.0,18073.0,110.92266032096417,1
RLDataCoach,299.0,1231.07,4496.85,17.01,-0.004550511,-0.0015078456,0.94630355,-0.32324395,-151354.0,-102253.0,28.0,7.0,3.0,19232.0,109.59441427025375,0
RLDataCoach,299.0,1124.72,4412.25,17.01,-0.004415641,-0.0018477178,0.9202326,-0.39134276,-133717.0,-120932.0,28.0,6.0,2.0,19565.0,108.17450151916577,0
RLDataCoach,299.0,1023.61,4303.05,17.01,-0.0042537972,-0.0022253536,0.8851796,-0.46522474,-110737.0,-138747.0,28.0,1.0,1.0,19658.0,106.51210741657495,0
RLDataCoach,299.0,949.97,4193.55,17.01,-0.004064979,-0.0025220674,0.84851944,-0.52914256,-87907.0,-151329.0,28.0,2.0,0.0,19644.0,105.00532730599909,0
RLDataCoach,299.0,879.49,4035.66,17.01,-0.003806029,-0.0029104927,0.792416,-0.6099623,-55450.0,-162478.0,28.0,2.0,0.0,19741.0,103.00761795362514,0
RLDataCoach,299.0,850.88,3925.77,17.01,-0.0036010267,-0.003169443,0.7504585,-0.6609002,-33115.0,-166207.0,28.0,0.0,0.0,19851.0,101.6842834900261,0
RLDataCoach,299.0,833.57,3786.5,17.01,-0.0033474711,-0.0034391829,0.7126996,-0.701453,-12359.0,-167490.0,26.0,0.0,16.0,6855.0,100.7672190571914,0
RLDataCoach,299.0,829.06,3660.86,17.01,0.0033097076,0.0034769464,-0.7028395,0.71133226,-2108.0,-167514.0,26.0,0.0,-12.0,2067.0,100.51635903155265,0
RLDataCoach,299.0,829.64,3521.29,17.01,0.0033204972,0.0034661568,-0.6996349,0.7144844,2228.0,-167440.0,26.0,0.0,-11.0,559.0,100.47289472091465,0
RLDataCoach,299.0,832.83,3353.89,17.01,0.0033258921,0.0034607619,-0.69869083,0.7154076,3667.0,-167403.0,26.0,0.0,-9.0,117.0,100.46589625659047,0
RLDataCoach,299.0,835.72,3228.34,17.01,0.0033258921,0.0034607619,-0.6985182,0.7155761,3944.0,-167393.0,26.0,0.0,-9.0,34.0,100.46367509682293,0
RLDataCoach,299.0,839.12,3086.37,17.01,0.0033258921,0.0034607619,-0.6984643,0.7156288,4196.0,-173996.0,3.0,0.0,-9.0,8.0,104.42795219078079,0
RLDataCoach,299.0,842.35,2952.77,17.01,0.0033258921,0.0034607619,-0.6984643,0.7156288,4396.0,-181430.0,3.0,0.0,-9.0,1.0,108.88994949489138,0
RLDataCoach,298.0,846.1,2797.79,17.01,0.0033258921,0.0034607619,-0.6984643,0.7156288,4600.0,-189690.0,3.0,0.0,-9.0,0.0,113.8474602230546,1
RLDataCoach,298.0,850.12,2635.93,17.01,0.0033366818,0.0034499725,-0.6976766,0.71639675,5632.0,-197890.0,3.0,0.0,-29.0,2299.0,118.78207672826738,1
RLDataCoach,298.0,858.52,2484.85,17.01,0.0032827337,0.0034931307,-0.6681993,0.7439669,16887.0,-204126.0,4.0,0.0,-7.0,14905.0,122.89399528845988,1
RLDataCoach,298.0,879.93,2311.82,43.27,0.004728539,0.005667234,-0.61647385,0.78734076,29051.0,-210986.0,33926.0,3041.0,652.0,14707.0,129.39709988357544,1
RLDataCoach,298.0,907.9,2113.73,71.23,0.030499566,0.03981107,-0.57844037,0.8141815,31823.0,-220261.0,27526.0,13889.0,4243.0,6379.0,134.54629376300187,1
RLDataCoach,298.0,906.31,1883.73,88.78,0.32720375,0.107386544,-0.5513098,0.75991005,133.0,-229670.0,12307.0,40297.0,-34609.0,-14259.0,137.99972457102947,1
RLDataCoach,298.0,907.68,1710.88,93.36,0.53421366,0.028330859,-0.52634805,0.6608864,3271.0,-229976.0,-569.0,30669.0,-39845.0,-22286.0,137.99997884086795,1
RLDataCoach,298.0,912.26,1518.81,91.19,0.7131245,-0.09234577,-0.47909486,0.5033823,7382.0,-229861.0,-2998.0,27940.0,-39214.0,-26581.0,137.99942771490032,1
RLDataCoach,298.0,920.36,1327.61,91.4,0.8298431,-0.21841727,-0.41089892,0.3079227,11401.0,-227860.0,6803.0,26402.0,-37584.0,-30254.0,136.9478716723995,1
RLDataCoach,298.0,930.76,1155.33,92.74,0.8807414,-0.31668925,-0.336499,0.10378282,15711.0,-229455.0,-1792.0,30335.0,-35820.0,-28663.0,137.99953540356577,1
RLDataCoach,298.0,949.54,925.52,90.1,0.882297,-0.40949088,-0.15890703,-0.16916797,21341.0,-228991.0,-2688.0,15667.0,-46501.0,-24841.0,137.9994022239227,1
RLDataCoach,298.0,969.53,734.33,88.08,0.82203174,-0.4586161,0.07731578,-0.32856864,25978.0,-228518.0,-2148.0,4939.0,-47984.0,-26421.0,137.99993049389553,1
RLDataCoach,297.0,990.44,562.5,86.56,0.71534544,-0.4746279,0.28869554,-0.42386806,28987.0,-228148.0,-2799.0,4846.0,-48428.0,-25616.0,137.99946583461832,0
